number,name,position,height,weight,class,hometown
0,Bubba Furlong,C,"6' 9""",240 lbs,JR,"Waco, TX"
1,R.J. Smith,F,"6' 5""",220 lbs,JR,"Olathe, KS"
2,Dajuan Jones,G,"5' 10""",165 lbs,SO,"Killeen, TX"
3,Demarkus Lampley,G,"6' 2""",170 lbs,JR,"Phenix City, AL"
4,Chad Bowie,G,"6' 2""",180 lbs,SR,"Houston, TX"
5,Terryonte Thomas,G,"6' 4""",205 lbs,JR,"Columbus, MS"
10,Zach Nutall,G,"6' 3""",185 lbs,SO,"Bryan, TX"
11,Xavier Bryant,G,"6' 0""",180 lbs,SO,"Desoto, TX"
12,Pierce Hellums,G,"6' 2""",170 lbs,FR,"Tomball, TX"
13,Dainan Swoope,G,"6' 0""",185 lbs,SR,"Overland Park, KS"
14,Kai Mitchell,C,"6' 7""",245 lbs,SR,"Haverstraw, NY"
15,Mark Tikhonenko,F,"6' 10""",240 lbs,SO,"Moscow, Russia"
20,Cade Kortan,G,"6' 0""",185 lbs,FR,"College Station, TX"
24,DJ Kelley,G,"6' 3""",225 lbs,FR,"Cantonment, FL"
54,Cyrus Johnson,F,"6' 5""",220 lbs,FR,"Culver City, CA"
