number,name,position,height,weight,class,hometown
0,David Collins,G,"6' 3""",218 lbs,JR,"Youngstown, OH"
1,Xavier Castaneda,G,"6' 1""",188 lbs,SO,"Chicago, IL"
2,Ezacuras Dawson III,G,"6' 3""",200 lbs,SO,"Miami, FL"
3,Laquincy Rideau,G,"6' 1""",205 lbs,SR,"West Palm Beach, FL"
4,Michael Durr,F,"7' 0""",250 lbs,SO,"Atlanta, GA"
5,Rashun Williams,G,"6' 6""",222 lbs,SO,"Arlington, GA"
10,Alexis Yetna,F,"6' 8""",234 lbs,SO,"Paris, France"
11,Mark Calleja,G,"6' 2""",190 lbs,SO,"Hudson, FL"
13,Justin Brown,F,"6' 6""",218 lbs,JR,"Atlanta, GA"
22,Madut Akec,F,"6' 7""",208 lbs,FR,"Bradenton, FL"
24,Jamir Chaplin,G,"6' 5""",197 lbs,FR,"Norcross, GA"
33,B.J. Mack,F,"6' 8""",261 lbs,FR,"Charlotte, NC"
34,Antun Maricevic,F,"6' 10""",260 lbs,SR,"Zagreb, Croatia"
