number,name,position,height,weight,class,hometown
0,Lavar Harewood,G,"6' 3""",205 lbs,SR,"Brooklyn, NY"
1,Malcolm Porter,G,"6' 4""",190 lbs,JR,"Portland, OR"
2,JoJo Walker,G,"6' 1""",175 lbs,JR,"Carolina, Puerto Rico"
3,Isaiah White,G,"6' 4""",195 lbs,SR,"Ellicott City, MD"
4,Quincy Ferebee,G,"6' 1""",175 lbs,JR,"San Diego, CA"
5,Miles Turner,G,"6' 2""",190 lbs,SO,"Tracy, CA"
10,Chase Adams,G,"5' 7""",150 lbs,FR,"Chicago, IL"
11,Cody Collinsworth,C,"7' 0""",230 lbs,FR,"Lindale, TX"
12,Theo Akwuba,C,"6' 11""",220 lbs,SO,"Montgomery, AL"
14,Tahirou Diabate,F,"6' 9""",225 lbs,JR,"Bamako, Mali"
20,Takiula Fahrensohn,G,"6' 7""",185 lbs,SO,"Auckland, New Zealand"
21,Josh Phillips,F,"6' 8""",245 lbs,SO,"Huntington Beach, CA"
24,Jacob Tryon,F,"6' 11""",210 lbs,JR,"Temecula, CA"
32,Hugh Hogland,F,"6' 10""",230 lbs,SO,"Waimanalo, HI"
34,Wyatt Watson,F,"6' 9""",195 lbs,FR,"Bellingham, WA"
