number,name,position,height,weight,class,hometown
0,Devin Hutchinson,G,"6' 5""",195 lbs,SR,"Charlotte, NC"
1,Carlik Jones,G,"6' 1""",180 lbs,JR,"Cincinnati, OH"
2,Quinton Morton-Robertson,G,"5' 8""",150 lbs,FR,"Radford, VA"
3,Cle'von Greene,G,"6' 1""",175 lbs,SO,"Yorktown, VA"
4,Josiah Jeffers,G,"6' 1""",160 lbs,SO,"Burlington, NC"
5,Donald Hicks,G,"6' 3""",200 lbs,SR,"Chesapeake, VA"
10,Miles Jones,G,"6' 6""",200 lbs,FR,"Radford, VA"
11,Travis Fields Jr.,G,"5' 10""",170 lbs,SR,"Portsmouth, VA"
12,John Caldwell,G,"6' 5""",200 lbs,SR,"Spartanburg, SC"
13,Leroy Butts IV,F,"6' 7""",210 lbs,JR,"Washington, DC"
14,Chyree Walker,F,"6' 5""",195 lbs,SO,"Fairfax, VA"
15,Devonnte Holland,C,"6' 7""",240 lbs,SR,"Martinsville, VA"
20,Dravon Mangum,F,"6' 9""",200 lbs,SO,"Roxboro, NC"
21,Kobe Tigney,G,"6' 3""",195 lbs,FR,"Winchester, VA"
22,Lewis Djonkam,C,"6' 9""",245 lbs,SO,"Springfield, VA"
23,Anias Saunders,G,"6' 2""",195 lbs,SO,"Culpeper, VA"
24,Jordan Hemphill,G,"6' 5""",185 lbs,JR,"Rogers, AR"
30,Devine Eke,F,"6' 8""",205 lbs,SR,"Plainfield, NJ"
NA,Ed Polite Jr,ATH,--,--,--,--
