number,name,position,height,weight,class,hometown
2,Jhivvan Jackson,G,"6' 0""",170 lbs,JR,"Bayamon, Puerto Rico"
3,Byron Frohnen,F,"6' 6""",230 lbs,SR,"Las Vegas, NV"
5,Makani Whiteside,G,"6' 4""",190 lbs,FR,"Madera, CA"
10,Erik Czumbel,G,"6' 3""",185 lbs,FR,"Verona, Italy"
11,Adokiye Iyaye,G,"6' 3""",180 lbs,SO,"Oklahoma City, OK"
12,Phoenix Ford,F,"6' 8""",230 lbs,SO,"Saint Petersburg, FL"
20,Eric Parrish,G,"6' 6""",195 lbs,--,"Cypress, TX"
21,Knox Hellums,G,"6' 5""",205 lbs,JR,"Tomball, TX"
22,Keaton Wallace,G,"6' 3""",185 lbs,JR,"Dallas, TX"
23,Atem Bior,F,"6' 7""",225 lbs,SR,"Brisbane, QLD"
24,Jacob Germany,C,"6' 11""",220 lbs,FR,"Kingston, OK"
25,Adrian Rodriguez,F,"6' 7""",245 lbs,SO,"Tulsa, OK"
32,Austin Timperman,F,"6' 9""",190 lbs,FR,"The Woodlands, TX"
44,Luka Barisic,F,"6' 10""",240 lbs,JR,"Osijek, Croatia"
