number,name,position,height,weight,class,hometown
0,Jordan Lyons,F,"6' 7""",210 lbs,JR,"Caledon, ON"
1,Torico Simmons,G,"5' 8""",165 lbs,SR,"Americus, GA"
2,Brandon Kimble,F,"6' 7""",180 lbs,JR,"Indianola, MS"
3,Caleb Hunter,G,"5' 11""",175 lbs,FR,"Plymouth, MI"
5,Richard Rivers Jr.,F,"6' 11""",280 lbs,FR,"Suwanee, GA"
10,Ahmadu Sarnor,G,"6' 1""",170 lbs,FR,"Coatesville, PA"
11,Richard Jones,G,"5' 10""",165 lbs,FR,"Trenton, NJ"
12,Zachary Barnes,G,"6' 1""",185 lbs,SR,"Jackson, MS"
13,Cossy Kowouto,F,"6' 6""",250 lbs,SO,"Brooklyn Park, MN"
15,Michael Green,G,"6' 3""",190 lbs,SR,"Conyers, GA"
15,Jordan Johnson,G,"6' 3""",175 lbs,FR,"Covington, TN"
22,Quinton Alston,G,"6' 5""",205 lbs,FR,"Kingstree, SC"
23,Agasiy Tonoyan,G,"6' 8""",220 lbs,FR,"Moscow, Russia"
24,Carnell McGirt,F,"6' 6""",215 lbs,SR,"Philadelphia, PA"
32,Gebreal Samaha,F,"6' 8""",230 lbs,FR,"Antibes, France"
35,Dario Milojevic,F,"6' 8""",235 lbs,FR,"Windsor, ON"
