number,name,position,height,weight,class,hometown
0,Brycen Goodine,G,"6' 3""",183 lbs,FR,"New Bedford, MA"
1,Quincy Guerrier,F,"6' 7""",220 lbs,FR,"Montreal, PQ"
2,John Bol Ajak,C,"6' 10""",215 lbs,FR,"Juba, South Sudan"
5,Jalen Carey,G,"6' 3""",186 lbs,SO,"Harlem, NY"
10,Howard Washington,G,"6' 3""",175 lbs,JR,"Buffalo, NY"
11,Joseph Girard III,G,"6' 1""",181 lbs,FR,"Glens Falls, NY"
12,Brendan Paul,G,"6' 2""",175 lbs,SO,"Shaker Heights, OH"
13,Chris LaValle,G,"5' 11""",175 lbs,JR,"Syracuse, NY"
14,Jesse Edwards,C,"6' 11""",215 lbs,FR,"Amsterdam, Netherlands"
20,Robert Braswell,F,"6' 7""",200 lbs,SO,"Jacksonville, FL"
21,Marek Dolezaj,F,"6' 10""",185 lbs,JR,"Bratislava, Slovakia"
24,Shaun Belbey,G,"5' 10""",165 lbs,SR,"Brick, NJ"
32,Nick Giancola,F,"6' 5""",183 lbs,JR,"Lexington, KY"
33,Elijah Hughes,F,"6' 6""",215 lbs,JR,"Beacon, NY"
34,Bourama Sidibe,F,"6' 10""",210 lbs,JR,"Bamako, Mali"
35,Buddy Boeheim,G,"6' 6""",195 lbs,SO,"Fayetteville, NY"
