number,name,position,height,weight,class,hometown
0,Justen Anderson,G,"6' 2""",170 lbs,FR,"Waldorf, MD"
1,Ramiir Dixon-Conover,G,"6' 3""",185 lbs,JR,"Newark, NJ"
2,Scott Meredith,G,"6' 2""",180 lbs,SR,"Pilot Mountain, NC"
3,Luke Ruggery,G,"5' 11""",160 lbs,FR,"Duncansville, PA"
4,Randall Gaskins Jr.,G,"6' 3""",195 lbs,SR,"Woodbridge, VA"
5,Myles Thompson,F,"6' 6""",230 lbs,SO,"Camden, NJ"
11,Isaiah Blackmon,G,"6' 1""",170 lbs,SR,"Charlotte, NC"
13,Keith Braxton,G,"6' 5""",210 lbs,SR,"Glassboro, NJ"
14,A.J. Burch,G,"5' 9""",165 lbs,FR,"Annapolis, MD"
15,Precious Ikediashi,F,"6' 8""",220 lbs,FR,"Hoboken, NJ"
20,Dan Henry,G,"5' 11""",160 lbs,JR,"Hamburg, NY"
21,Ben Seidel,G,"6' 0""",170 lbs,FR,"Johnstown, PA"
22,Tyler Stewart,G,"6' 8""",195 lbs,SO,"Silver Spring, MD"
23,A.J. Labriola,G,"6' 2""",185 lbs,SO,"Altoona, PA"
24,Bryce Laskey,G,"6' 4""",190 lbs,FR,"Uniontown, PA"
30,Deivydas Kuzavas,F,"6' 10""",230 lbs,SR,"Kretinga, Lithuania"
31,Brad McCabe,G,"6' 6""",185 lbs,FR,"Manasquan, NJ"
33,Josh Cohen,F,"6' 10""",220 lbs,FR,"Lincroft, NJ"
42,Mark Flagg,F,"6' 9""",215 lbs,JR,"Fairless Hills, PA"
