number,name,position,height,weight,class,hometown
0,Jordan Goodwin,G,"6' 3""",200 lbs,JR,"CENTREVILLE, IL"
1,Yuri Collins,G,"6' 0""",175 lbs,FR,"St. Louis, MO"
2,Tay Weaver,G,"5' 10""",170 lbs,SR,"Louisville, KY"
3,Javonte Perkins,F,"6' 6""",195 lbs,JR,"St. Louis, MO"
10,Joshua Hightower,G,"6' 3""",175 lbs,JR,"Cooksville, MD"
11,Hasahn French,F,"6' 7""",245 lbs,JR,"Middletown, NY"
12,Brandon Courtney,G,"6' 3""",180 lbs,SO,"Trenton, IL"
15,Demarius Jacobs,G,"6' 2""",185 lbs,SO,"Chicago, IL"
20,Fred Thatch Jr.,G,"6' 3""",215 lbs,SO,"Sikeston, MO"
21,Madani Diarra,C,"6' 10""",240 lbs,FR,"Bamako, Mali"
22,Terrence Hargrove Jr.,F,"6' 4""",195 lbs,FR,"East Saint Louis, IL"
23,KC Hankton,F,"6' 7""",215 lbs,SO,"Charlotte, NC"
24,Gibson Jimerson,G,"6' 5""",200 lbs,FR,"Richmond, VA"
31,Jack Raboin,G,"6' 6""",205 lbs,SR,"Mattoon, IL"
32,Jimmy Bell Jr.,F,"6' 10""",270 lbs,FR,"Saginaw, MI"
