number,name,position,height,weight,class,hometown
0,Kavonte Ivery,F,"6' 6""",215 lbs,SO,"Stockbridge, GA"
1,Damon Wilson,G,"6' 5""",190 lbs,SR,"Atlanta, GA"
2,Justin Roberts,G,"5' 9""",170 lbs,SO,"Indianapolis, IN"
4,JoJo Toppin,G,"6' 5""",175 lbs,SO,"Brooklyn, NY"
10,Nelson Phillips,G,"6' 4""",185 lbs,SO,"Warner Robins, GA"
11,Corey Allen,G,"6' 2""",205 lbs,JR,"Ypsilanti, MI"
12,Kane Williams,G,"6' 3""",190 lbs,JR,"Douglasville, GA"
14,Chris Clerkley,F,"6' 8""",240 lbs,SR,"Perry, GA"
20,Josh Linder,F,"6' 8""",210 lbs,JR,"Kathleen, GA"
21,Kalik Brooks,G,"6' 5""",170 lbs,FR,"Alpharetta, GA"
23,Joe Jones III,C,"6' 9""",245 lbs,FR,"Buffalo, NY"
25,Jalen Thomas,F,"6' 10""",230 lbs,FR,"Detroit, MI"
35,Ahmid Bryant,F,"6' 6""",200 lbs,--,"Fairburn, GA"
55,Zach Pina,G,"6' 0""",175 lbs,--,--
NA,Eliel Nsoseme,F,"6' 9""",225 lbs,JR,"Kinshasa, Congo"
