number,name,position,height,weight,class,hometown
0,Kijana Love,G,"6' 1""",180 lbs,SR,"Cibolo, TX"
1,Marque Maultsby,G,"6' 3""",165 lbs,SO,"Raleigh, NC"
2,Sean Sutherlin,G,"6' 5""",185 lbs,JR,"New Brighton, MN"
3,Nick Guadarrama,F,"6' 5""",225 lbs,SO,"Newington, CT"
5,Mark Carbone,G,"6' 2""",190 lbs,SR,"Wethersfield, CT"
10,Nick Johnson,G,"6' 4""",190 lbs,FR,"Bronx, NY"
11,Blondeau Tchoukuiengo,G,"6' 2""",180 lbs,FR,"Montreal, PQ"
13,Elijah Jordan,G,"6' 1""",185 lbs,JR,"Orlando, FL"
14,Bryce Johnson,G,"6' 3""",185 lbs,FR,"Weare, NH"
15,Josh Hopkins,G,"6' 5""",200 lbs,JR,"Greensboro, NC"
21,Meekness Payne,F,"6' 8""",200 lbs,SO,"Phoenix, AZ"
23,Chris Lester,F,"6' 6""",225 lbs,SR,"Barrington, IL"
24,Jayden Martinez,F,"6' 7""",200 lbs,SO,"Cibolo, TX"
44,Luke Rosinski,F,"6' 8""",235 lbs,SR,"Derry, NH"
