number,name,position,height,weight,class,hometown
1,Reggie Miller,G,"6' 0""",150 lbs,JR,"Houston, TX"
3,Airion Simmons,F,"6' 5""",264 lbs,FR,"Little Rock, AR"
4,Damien Daniels,G,"5' 7""",140 lbs,SO,"Kansas City, MO"
5,Payten Ricks,G,"6' 2""",190 lbs,SR,"Wichita, KS"
11,Tobias Cameron,G,"6' 5""",210 lbs,SO,"Gold Coast, QLD"
12,Mahki Morris,G,"6' 3""",184 lbs,JR,"Philadelphia, PA"
14,Trey Lenox,G,"6' 3""",220 lbs,SR,"Hot Springs, AR"
15,Immanuel Allen,G,"6' 4""",215 lbs,SO,"Lake Oswego, OR"
20,Coryon Mason,G,"6' 0""",190 lbs,JR,"Oklahoma City, OK"
23,Hayden Howell,F,"6' 7""",225 lbs,SR,"Midwest City, OK"
32,Joe Pleasant,F,"6' 8""",220 lbs,SO,"Overland Park, KS"
33,Paul Hiepler,G,"6' 4""",170 lbs,JR,"Camarillo, CA"
34,Kolton Kohl,C,"7' 0""",240 lbs,JR,"San Angelo, TX"
42,Clay Gayman,F,"6' 6""",220 lbs,SO,"Nevada, MO"
