game_id,date,opponent,location,team_score,opp_score,record
293180201,2009-11-14,Mt. St. Mary's,H,95,71,1-0 (0-0)
293210201,2009-11-17,UL Monroe,H,72,61,2-0 (0-0)
293252670,2009-11-21,VCU,A,69,82,2-1 (0-0)
293300201,2009-11-26,San Diego,N,64,76,2-2 (0-0)
293300248,2009-11-26,Houston,N,93,100,2-3 (0-0)
293320201,2009-11-28,Nicholls,N,81,60,3-3 (0-0)
293360201,2009-12-02,Arkansas,H,67,47,4-3 (0-0)
293400201,2009-12-06,Arizona,H,79,62,5-3 (0-0)
293430201,2009-12-09,Centenary,H,86,62,6-3 (0-0)
293460254,2009-12-12,Utah,A,78,73,7-3 (0-0)
293530201,2009-12-19,Northern Colorado,H,80,79,8-3 (0-0)
293552638,2009-12-21,UTEP,N,74,89,8-4 (0-0)
293652250,2009-12-31,Gonzaga,A,69,83,8-5 (0-0)
300040201,2010-01-04,Maryland-Eastern Shore,H,88,54,9-5 (0-0)
300090239,2010-01-09,Baylor,A,60,91,9-6 (0-1)
300110201,2010-01-11,Oklahoma State,H,62,57,10-6 (1-1)
300160201,2010-01-16,Missouri,H,66,61,11-6 (2-1)
300190245,2010-01-19,Texas A&M,A,62,65,11-7 (2-2)
300232641,2010-01-23,Texas Tech,A,65,75,11-8 (2-3)
300270201,2010-01-27,Iowa State,H,89,84,12-8 (3-3)
300300158,2010-01-30,Nebraska,A,46,63,12-9 (3-4)
300370201,2010-02-06,Texas,H,80,71,13-9 (4-4)
300400201,2010-02-09,Texas Tech,H,71,72,13-10 (4-5)
300440197,2010-02-13,Oklahoma State,A,76,97,13-11 (4-6)
300480038,2010-02-17,Colorado,A,67,77,13-12 (4-7)
300510201,2010-02-20,Kansas State,H,68,83,13-13 (4-8)
300532305,2010-02-22,Kansas,A,68,81,13-14 (4-9)
300580201,2010-02-27,Baylor,H,63,70,13-15 (4-10)
300600251,2010-03-01,Texas,A,76,87,13-16 (4-11)
300650201,2010-03-06,Texas A&M,H,54,69,13-17 (4-12)
300690197,2010-03-10,Oklahoma State,N,67,81,13-18 (4-12)
