player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
S. Mangham,F,32,5,13,3,8,0,0,3,4,7,0,1,0,1,1,13,TRUE,2017-02-04,Florida A&M,A
J.T. Miller,G,29,6,12,1,5,1,2,0,3,3,2,1,1,1,2,14,TRUE,2017-02-04,Florida A&M,A
M. Boyd,G,25,2,4,0,0,2,5,2,2,4,0,1,0,3,3,6,TRUE,2017-02-04,Florida A&M,A
C. Williams,G,31,2,9,1,4,0,0,0,1,1,1,2,1,2,4,5,TRUE,2017-02-04,Florida A&M,A
D. Collins,G,40,4,9,1,3,5,9,1,3,4,3,0,0,3,3,14,TRUE,2017-02-04,Florida A&M,A
J. Jones,F,15,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,FALSE,2017-02-04,Florida A&M,A
T. Stone,F,16,4,5,0,0,2,2,1,6,7,1,0,0,1,2,10,FALSE,2017-02-04,Florida A&M,A
K. Andoh,G,11,0,1,0,1,0,1,0,2,2,1,1,0,2,0,0,FALSE,2017-02-04,Florida A&M,A
C. Smith,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,2017-02-04,Florida A&M,A
TEAM,NA,NA,23,53,6,21,10,19,9,26,35,8,6,2,15,19,62,FALSE,2017-02-04,Florida A&M,A
