player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
T. Barnes,F,32,4,8,0,1,5,5,2,11,13,1,1,0,2,0,13,TRUE,2019-03-26,Charleston Southern,H
A. Mitchell,G,35,4,6,1,2,4,4,1,5,6,0,1,0,2,4,13,TRUE,2019-03-26,Charleston Southern,H
K. Fisher,G,34,3,14,2,5,6,6,1,7,8,4,2,0,3,2,14,TRUE,2019-03-26,Charleston Southern,H
J. Marrow,G,40,5,13,3,7,7,8,0,2,2,4,3,0,3,4,20,TRUE,2019-03-26,Charleston Southern,H
G. Heckstall,G,39,5,13,2,5,0,0,1,6,7,4,0,0,2,3,12,TRUE,2019-03-26,Charleston Southern,H
R. Smoot,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2019-03-26,Charleston Southern,H
B. Stanley,F,6,0,2,0,0,1,2,0,0,0,0,0,0,0,2,1,FALSE,2019-03-26,Charleston Southern,H
D. Oakley,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2019-03-26,Charleston Southern,H
L. Bracey,G,11,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,FALSE,2019-03-26,Charleston Southern,H
TEAM,NA,NA,21,58,8,21,23,25,6,34,40,13,8,0,14,15,73,FALSE,2019-03-26,Charleston Southern,H
