game_id,away,home,away_rank,home_rank,away_score,home_score,date
401721353,UCLA,Rutgers,NA,NA,68,75,2025-01-13
401721352,Minnesota,Maryland,NA,NA,71,77,2025-01-13
401722126,Prairie View A&M,Arkansas-Pine Bluff,NA,NA,75,64,2025-01-13
401724797,Boston College,Notre Dame,NA,NA,60,78,2025-01-13
401722110,Texas Southern,Mississippi Valley State,NA,NA,82,53,2025-01-13
401721860,American University,Loyola Maryland,NA,NA,73,54,2025-01-13
401721288,Alabama State,Alcorn State,NA,NA,65,67,2025-01-13
401706425,Wofford,Furman,NA,NA,81,62,2025-01-13
401722041,Bethune-Cookman,Southern,NA,NA,53,69,2025-01-13
401721213,East Texas A&M,UT Rio Grande Valley,NA,NA,55,57,2025-01-13
401716123,Nicholls,Incarnate Word,NA,NA,88,82,2025-01-13
401715944,SE Louisiana,Stephen F. Austin,NA,NA,66,59,2025-01-13
401723756,Norfolk State,Morgan State,NA,NA,74,78,2025-01-13
401723730,Maryland Eastern Shore,South Carolina State,NA,NA,64,78,2025-01-13
401723709,Delaware State,North Carolina Central,NA,NA,72,75,2025-01-13
401723689,Coppin State,Howard,NA,NA,75,90,2025-01-13
401721238,Alabama A&M,Jackson State,NA,NA,93,103,2025-01-13
401720758,Northwestern State,Texas A&M-Corpus Christi,NA,NA,64,73,2025-01-13
401720673,New Orleans,Lamar,NA,NA,68,62,2025-01-13
401715967,McNeese,Houston Christian,NA,NA,75,59,2025-01-13
401714206,Campbell,Elon,NA,NA,68,81,2025-01-13
401722057,Florida A&M,Grambling,NA,NA,72,79,2025-01-13
