player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
A. Wilderness,F,31,2,5,0,2,3,5,3,1,4,1,2,0,0,1,7,TRUE,2010-12-01,East Carolina,A
C. Braswell,F,25,2,8,0,0,0,0,3,2,5,0,0,0,2,4,4,TRUE,2010-12-01,East Carolina,A
J. BarnettJ,F,28,3,7,1,3,0,1,0,6,6,3,1,0,0,1,7,TRUE,2010-12-01,East Carolina,A
D. Green,G,33,3,8,3,8,2,2,1,5,6,1,0,0,3,0,11,TRUE,2010-12-01,East Carolina,A
J. Briscoe,G,32,3,13,1,5,0,0,0,3,3,6,0,0,0,2,7,TRUE,2010-12-01,East Carolina,A
G. Sirin,F,21,3,6,3,4,0,0,1,0,1,0,0,0,0,0,9,FALSE,2010-12-01,East Carolina,A
P. Jones,C,28,5,8,0,1,4,5,4,6,10,0,0,2,1,4,14,FALSE,2010-12-01,East Carolina,A
C. Lewis,G,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,FALSE,2010-12-01,East Carolina,A
TEAM,NA,NA,22,57,8,24,9,13,14,24,38,11,3,2,6,12,61,FALSE,2010-12-01,East Carolina,A
