number,name,position,height,weight,class,hometown,player_image
1,CJ Lane,G,"6' 5""",195 lbs,SR,"Eatonville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897266.png
2,Paul Bizimana,F,"6' 9""",215 lbs,SO,"Haltom City, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897265.png
3,Cameron Haffner,G,"6' 2""",180 lbs,FR,"Westfield, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107700.png
4,Yaakema Rose Jr.,G,"5' 9""",185 lbs,SR,"Springfield, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4604936.png
5,Sincere Malone,F,"6' 8""",210 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107701.png
10,Kinyon Hodges,G,"6' 2""",180 lbs,JR,"Cape Girardeau, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107702.png
11,Nick Ellington,C,"6' 8""",220 lbs,JR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107703.png
13,Kyle Carlesimo,G,"6' 2""",185 lbs,FR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107704.png
20,Caleb Donaldson,G,"6' 5""",195 lbs,JR,"Rockton, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107705.png
22,Luke Light,F,"6' 8""",205 lbs,FR,"Surprise, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107706.png
23,Rodolfo Bolis,F,"6' 8""",240 lbs,FR,"Espirito Santo, Brazil",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897268.png
24,Kyle Thomas,C,"6' 10""",240 lbs,FR,"Bolingbrook, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107708.png
25,Dan Luers,G,"6' 5""",210 lbs,JR,"Lebanon, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4707008.png
34,Jermaine Hamlin,F,"6' 10""",235 lbs,SR,"Lincoln, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592609.png
