player_id,number,name,position,height,weight,class,hometown,player_image
4685013,0,Koat Keat Tong,F,"6' 10""",210 lbs,SO,"Bentiu, South Sudan",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4685013.png
4431795,1,Josh Pierre-Louis,G,"6' 4""",190 lbs,SR,"Plainfield, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431795.png
4900668,4,Cole Anderson,G,"6' 4""",185 lbs,JR,"Fresno, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900668.png
5107147,7,Matija Belic,G,"6' 7""",205 lbs,SO,"Belgrade, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107147.png
4702594,8,Gage Gomez,G,"6' 3""",190 lbs,SR,"Arroyo Grande, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702594.png
5176464,10,Jason Fontenet II,G,"6' 6""",190 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176464.png
5105578,11,Ben Shtolzberg,G,"6' 4""",195 lbs,SO,"Northridge, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105578.png
5107146,12,Evans Kipruto,C,"6' 8""",250 lbs,JR,"Nairobi, Kenya",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107146.png
4900671,13,Ajay Mitchell,G,"6' 5""",190 lbs,JR,"Liege, Belgium",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900671.png
5176465,14,Kilian Brockhoff,F,"6' 9""",225 lbs,FR,"Cuxhaven, Germany",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176465.png
4900670,18,Henry Hartwell,G,"6' 5""",190 lbs,SO,"Oceanside, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900670.png
4869741,21,Yohan Traore,F,"6' 11""",235 lbs,SO,"Tours, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4869741.png
4900669,23,Ariel Bland,F,"6' 7""",215 lbs,JR,"Eden Prairie, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900669.png
5176466,26,Elia Bongiorno,G,"6' 2""",190 lbs,FR,"Arona, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176466.png
5187948,27,Bryce Howard,G,"6' 2""",180 lbs,SO,"Westlake Village, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5187948.png
5176467,31,Konner Baroni,F,"6' 8""",210 lbs,JR,"Auburn, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176467.png
5176468,34,Mezziah Oakman,C,"7' 0""",230 lbs,JR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5176468.png
4900672,40,David Pickles,C,"6' 10""",235 lbs,JR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900672.png
4900673,99,Max Sheldon,G,"5' 11""",180 lbs,JR,"Santa Barbara, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900673.png
