number,name,position,height,weight,class,hometown,player_image
0,Foster Loyer,G,"6' 0""",175 lbs,SR,"Clarkston, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397208.png
1,Reed Bailey,G,"6' 11""",210 lbs,FR,"Harvard, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105865.png
3,Sam Mennenga,F,"6' 9""",240 lbs,JR,"Auckland, New Zealand",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700862.png
4,Desmond Watson,G,"6' 5""",205 lbs,SO,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897098.png
5,Grant Huffman,G,"6' 3""",185 lbs,JR,"Aurora, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432522.png
15,Sean Logan,F,"6' 10""",205 lbs,FR,"Westfield, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105866.png
20,Achile Spadone,G,"6' 4""",185 lbs,FR,"Geneva, Switzerland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105867.png
22,Riccardo Ghedini,G,"6' 7""",200 lbs,FR,"Milano, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105868.png
23,Connor Kochera,G,"6' 5""",200 lbs,JR,"Arlington Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585606.png
24,Michael Katsock,G,"6' 6""",205 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902569.png
34,Styrmir Thrastarson,G,"6' 7""",210 lbs,SO,"Reykjavik, Iceland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897100.png
42,David Skogman,F,"6' 10""",235 lbs,JR,"Waukesha, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593409.png
50,Joe Thomson,F,"6' 7""",220 lbs,FR,"Sunderland, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105869.png
51,Brock Matheny,G,"5' 10""",155 lbs,FR,"Davidson, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105870.png
55,Chris Sosnik,G,"6' 2""",180 lbs,JR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105871.png
