player_id,number,name,position,height,weight,class,hometown,player_image
5108822,0,Trejon Ware,G,"5' 9""",160 lbs,SO,"Pearland, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4908501.png
5108827,1,Kylen Milton,G,"6' 4""",192 lbs,SO,"Conway, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703071.png
5108825,2,Zach Reinhart,G,"6' 6""",195 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108821.png
4403367,3,Kuron Coleman,G,"6' 4""",180 lbs,FR,"Newport News, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108822.png
4702700,4,Orion Virden,G,"6' 1""",195 lbs,JR,"Pine Bluff, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108823.png
4897864,5,Rafael Martinez,F,"6' 8""",215 lbs,FR,"Geneva, Switzerland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108824.png
5108826,11,Rashad Williams,G,"6' 2""",185 lbs,SR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4399106.png
5108824,12,Samuel Da Cruz,G,"6' 9""",205 lbs,FR,"Minas Gerais, Brazil",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108825.png
4703071,13,Chris Greene,F,"6' 8""",225 lbs,SR,"Newport News, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702700.png
4702662,14,Brahm Harris,G,"6' 6""",215 lbs,SR,"Maumelle, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897864.png
5108821,21,Shaun Doss Jr.,G,"6' 5""",185 lbs,SR,"Marion, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4403367.png
5108828,22,Robert Lewis,F,"6' 9""",210 lbs,FR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108826.png
5108823,24,AC Curry,G,"6' 5""",190 lbs,JR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108827.png
4908501,32,Caleb Stokes,F,"6' 8""",275 lbs,JR,"Little Rock, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108828.png
4399106,45,Ismael Plet,F,"6' 8""",230 lbs,SO,"Amsterdam, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702662.png
