number,name,position,height,weight,class,hometown,player_image
0,Brian Taylor,G,"6' 6""",205 lbs,SR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593256.png
1,Reggie Bass,G,"6' 4""",185 lbs,FR,"Muncie, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108040.png
2,Kevin Miller,G,"6' 0""",165 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898283.png
3,Jesse Zarzuela,G,"6' 3""",180 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897759.png
4,Carrington McCaskill,F,"6' 8""",210 lbs,JR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432895.png
5,Josiah Sanders,F,"6' 5""",235 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108041.png
10,Amani Drummond,G,"6' 0""",170 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108042.png
11,Ola Ajiboye,F,"6' 8""",220 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108043.png
12,Miroslav Stafl,F,"6' 11""",235 lbs,SR,"Liberec, Czech Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592903.png
14,Caleb Atewe,F,"6' 9""",233 lbs,FR,"Brampton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108044.png
15,Markus Harding,F,"6' 10""",260 lbs,SO,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108045.png
22,Nicolas Pavrette,C,"6' 11""",210 lbs,SO,"Lyon, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898285.png
24,Emil Skytta,G,"6' 4""",190 lbs,FR,"Helsinki, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108046.png
32,Marc Garland,G,"6' 4""",190 lbs,SR,"Novi, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114330.png
34,Caleb Hodgson,F,"6' 10""",235 lbs,JR,"Dansville, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432924.png
44,Max Majerle,G,"6' 4""",185 lbs,FR,"Scottsdale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108047.png
