number,name,position,height,weight,class,hometown,player_image
0,Will Soucie,G,"6' 6""",200 lbs,SO,"Califon, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4613134.png
1,Detalian Brown,G,"6' 2""",190 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700848.png
2,Daniel Ortiz,G,"6' 0""",187 lbs,SO,"Shreveport, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897604.png
3,KJ Johnson,G,"6' 3""",173 lbs,JR,"Lewisburg, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592273.png
4,Bryson Dawkins,F,"6' 3""",203 lbs,FR,"Dothan, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107077.png
5,Jacari Lane,G,"6' 0""",178 lbs,FR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107078.png
10,Sawyer Wright,C,"6' 8""",228 lbs,SO,"Tuscumbia, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700850.png
11,Aidan Kuhl,G,"6' 3""",180 lbs,FR,"Fort Collins, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107079.png
13,Blake Floyd,G,"6' 0""",170 lbs,FR,"Pelham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107080.png
21,Nikolas Gustavson,F,"6' 5""",210 lbs,SO,"Helsinki, Finland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107081.png
22,Eoin Nelson,C,"6' 11""",240 lbs,JR,"Dublin, Ireland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703398.png
23,Deraje Agbaosi,F,"6' 7""",215 lbs,SO,"Union, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897606.png
25,Daniel Braster,F,"6' 8""",210 lbs,SO,"Old Westbury, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107082.png
33,Damian Forrest,F,"6' 9""",235 lbs,JR,"Fort Collins, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897608.png
34,Dallas Howell,F,"6' 7""",210 lbs,SO,"Coffee Springs, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709454.png
