player_id,number,name,position,height,weight,class,hometown,player_image
4585590,0,Alyn Breed,G,"6' 3""",190 lbs,JR,"Powder Springs, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585590.png
5105619,1,Jayden Pierre,G,"6' 2""",170 lbs,FR,"Elizabeth, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105619.png
5105618,3,Quante Berry,G,"6' 4""",175 lbs,FR,"Cleveland, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105618.png
4397194,4,Jared Bynum,G,"5' 10""",180 lbs,SR,"Largo, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397194.png
4397153,5,Ed Croswell,F,"6' 8""",240 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397153.png
4395713,10,Noah Locke,G,"6' 3""",210 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395713.png
5105617,13,Scott Morozov,F,"6' 6""",225 lbs,FR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105617.png
4684718,14,Corey Floyd Jr.,G,"6' 4""",210 lbs,FR,"Franklin, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684718.png
4277945,21,Clifton Moore,F,"6' 11""",240 lbs,SR,"Ambler, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277945.png
4433188,22,Devin Carter,G,"6' 3""",195 lbs,SO,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433188.png
4565698,23,Bryce Hopkins,F,"6' 7""",220 lbs,SO,"Oak Park, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4565698.png
4897415,24,Luke Fonts,G,"6' 1""",190 lbs,SO,"Portsmouth, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897415.png
4684443,30,Rafael Castro,F,"6' 11""",220 lbs,FR,"Dover, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684443.png
4897416,33,Kieran O'Haire,F,"6' 2""",190 lbs,SO,"Menands, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897416.png
