number,name,position,height,weight,class,hometown,player_image
0,Gage Bobe,G,"6' 0""",175 lbs,SR,"Vincennes, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592682.png
1,Antoine Smith Jr.,F,"6' 7""",--,SR,"Westerville, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897457.png
2,Matus Malovec,G,"6' 6""",--,FR,"Bratislava, Slovakia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108784.png
4,Marvin Coleman II,G,"6' 3""",200 lbs,SR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397437.png
5,Zaveion Chism-Okoh,G,"6' 3""",--,FR,"Mount Pleasant, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108785.png
10,Yacine Toumi,F,"6' 10""",200 lbs,JR,"Meudon, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702598.png
12,Chris Moncrief,G,"6' 6""",--,FR,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108786.png
13,Blaise Beauchamp,G,"6' 3""",165 lbs,JR,"Minnetonka, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897454.png
15,Grant Tichenor,G,"6' 1""",175 lbs,SO,"Hartford, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897455.png
20,Kenny Strawbridge Jr.,G,"6' 6""",202 lbs,SR,"Rockford, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395991.png
21,Gabe Spinelli,G,"6' 2""",--,FR,"Watertown, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108787.png
22,Sekou Kalle,F,"6' 10""",224 lbs,SO,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898277.png
23,Cameron Gehlhausen,G,"6' 5""",--,FR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108788.png
24,Preston Phillips,F,"6' 8""",190 lbs,SO,"Elkhart, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897456.png
33,Logan McIntire,G,"6' 4""",--,FR,"Ramsey, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108789.png
