number,name,position,height,weight,class,hometown,player_image
0,Ajay Sheldon,G,"6' 1""",185 lbs,FR,"Dublin, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108009.png
1,Elmore James,G,"6' 3""",205 lbs,FR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108010.png
2,Miles Brown,G,"6' 1""",180 lbs,SR,"Rochester, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593449.png
3,Ben Roderick,F,"6' 5""",205 lbs,SR,"Powell, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593447.png
4,Dwight Wilson III,F,"6' 8""",250 lbs,SR,"Tallahassee, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279213.png
5,Olumide Adelodun,G,"6' 6""",215 lbs,SO,"Calgary, AB",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898337.png
10,Aidan Hadaway,F,"6' 8""",190 lbs,FR,"Lafayette, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108011.png
11,Gabe Wiznitzer,C,"6' 11""",240 lbs,JR,"Walhalla, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684205.png
12,Jaylin Hunter,G,"6' 0""",195 lbs,JR,"Manchester, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592875.png
14,Ben Estis,G,"6' 1""",170 lbs,FR,"Southlake, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108012.png
15,Quinn Corna,G,"6' 3""",170 lbs,FR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108013.png
21,IJ Ezuma,F,"6' 8""",240 lbs,SO,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898338.png
22,DeVon Baker,G,"6' 2""",190 lbs,SR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397802.png
23,AJ Clayton,F,"6' 8""",225 lbs,SO,"Roseville, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898339.png
24,AJ Brown,G,"6' 4""",195 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108014.png
