player_id,number,name,position,height,weight,class,hometown,player_image
4701259,0,Ileri Ayo-Faleye,F,"6' 8""",210 lbs,SO,"Lebanon, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701259.png
4431940,1,Aaron Deloney,G,"6' 0""",165 lbs,SR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431940.png
4898006,2,Sam Alamutu,G,"6' 5""",215 lbs,FR,"Ajax, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898006.png
5107295,3,TJ Hurley,G,"6' 5""",190 lbs,FR,"Pelham, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107295.png
4398273,4,Kameron Gibson,G,"6' 3""",190 lbs,SR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398273.png
4397044,5,Duncan Demuth,F,"6' 8""",210 lbs,SR,"Seminole, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397044.png
5107296,12,Perry Smith Jr.,F,"6' 9""",225 lbs,FR,"North Augusta, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107296.png
4700826,13,Dylan Penn,G,"6' 3""",195 lbs,SR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700826.png
4870563,14,Jackson Skipper,F,"6' 7""",170 lbs,FR,"Tulsa, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4870563.png
4397759,15,Finn Sullivan,G,"6' 4""",195 lbs,SR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397759.png
4397404,24,Matt Veretto,F,"6' 8""",220 lbs,SR,"South Windsor, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397404.png
4898007,25,Michel Ndayishimiye,G,"5' 10""",180 lbs,FR,"Burlington, VT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898007.png
4592946,32,Nick Fiorillo,F,"6' 7""",210 lbs,JR,"Scarborough, ME",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592946.png
5107297,35,Jorge Ochoa,F,"6' 7""",225 lbs,FR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107297.png
4396594,55,Robin Duncan,G,"6' 5""",190 lbs,SR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396594.png
