number,name,position,height,weight,class,hometown,player_image
0,Saint Thomas,F,"6' 7""",215 lbs,SO,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897471.png
1,Jayden Dawson,G,"6' 4""",185 lbs,FR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105964.png
2,Jalen Quinn,G,"6' 3""",185 lbs,FR,"Tuscola, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105965.png
4,Braden Norris,G,"6' 0""",180 lbs,SR,"Hilliard, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397778.png
5,Trey Lewis,G,"6' 6""",200 lbs,FR,"Ferndale, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105966.png
10,Tom Welch,F,"6' 8""",220 lbs,SR,"Naperville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432136.png
12,Marquise Kennedy,G,"6' 1""",190 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433019.png
13,Sheldon Edwards,G,"6' 4""",180 lbs,JR,"West Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703982.png
14,Caleb Reese,G,"5' 11""",160 lbs,FR,"Warren, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105967.png
22,Jacob Hutson,C,"6' 11""",250 lbs,JR,"Edina, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590402.png
23,Philip Alston,F,"6' 6""",225 lbs,JR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105968.png
25,Jeameril Wilson,F,"6' 7""",200 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398116.png
31,Will Smythe,G,"6' 4""",170 lbs,FR,"Rochester Hills, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897473.png
32,Nolan Marold,F,"6' 8""",230 lbs,FR,"Highlands Ranch, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105969.png
33,Ben Schwieger,G,"6' 7""",205 lbs,FR,"Aurora, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897474.png
35,Bryce Golden,C,"6' 9""",245 lbs,SR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397026.png
