player_id,number,name,position,height,weight,class,hometown,player_image
4397745,0,Khalil Shabazz,G,"6' 0""",170 lbs,SR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397745.png
4702609,1,Tyrell Roberts,G,"5' 11""",175 lbs,SR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702609.png
4431875,2,Julian Rishwain,G,"6' 5""",190 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431875.png
4431975,3,Isaiah Hawthorne,F,"6' 8""",205 lbs,SO,"Tracy, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431975.png
4433208,5,Saba Gigiberia,C,"7' 1""",248 lbs,JR,"Tbilisi, Georgia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433208.png
4702610,10,Toni Rocak,F,"6' 9""",220 lbs,SR,"Geneva, Switzerland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702610.png
4432026,11,Josh Kunen,F,"6' 8""",210 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432026.png
4593799,12,Justin Bieker,G,"6' 5""",180 lbs,SO,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593799.png
4593064,15,Zane Meeks,F,"6' 9""",220 lbs,JR,"Prairie Village, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593064.png
4875213,21,Ndewedo Newbury,F,"6' 7""",238 lbs,SO,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4875213.png
4897207,30,Bryce Whitaker,G,"6' 0""",170 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897207.png
4593800,31,Jonas Visser,C,"6' 10""",240 lbs,JR,"Amsterdam, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593800.png
4592672,33,Volodymyr Markovetskyy,C,"7' 2""",270 lbs,JR,"Truskavets, Ukraine",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592672.png
4897208,45,Jake Cioe,G,"6' 0""",175 lbs,SO,"Tucson, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897208.png
4703400,55,Marcus Williams,G,"6' 2""",197 lbs,JR,"Dickinson, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703400.png
