player_id,number,name,position,height,weight,class,hometown,player_image
4701845,0,Kadary Richmond,G,"6' 6""",210 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701845.png
4593010,1,Tray Jackson,F,"6' 10""",215 lbs,SR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593010.png
4431730,2,Al-Amir Dawes,G,"6' 2""",180 lbs,SR,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431730.png
4432105,4,Tyrese Samuel,F,"6' 10""",235 lbs,SR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432105.png
4278308,10,Alexis Yetna,F,"6' 8""",225 lbs,SR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278308.png
4398386,13,KC Ndefo,F,"6' 7""",206 lbs,SR,"Elmont, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398386.png
4701318,14,Dre Davis,G,"6' 6""",212 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701318.png
4277966,15,Jamir Harris,G,"6' 2""",192 lbs,SR,"North Brunswick, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277966.png
5105593,20,Jaquan Sanders,G,"6' 4""",205 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105593.png
4701839,21,Femi Odukale,G,"6' 6""",205 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701839.png
5105594,22,Tae Davis,F,"6' 9""",204 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105594.png
5105595,23,JaQuan Harris,G,"6' 3""",183 lbs,FR,"North Brunswick, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105595.png
4397375,33,Abdou Ndiaye,F,"6' 9""",200 lbs,SR,"Louga, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397375.png
5114229,41,David Gabriel,G,"6' 1""",160 lbs,FR,"North Bergen, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114229.png
5114230,43,Jorge Mercado,F,"6' 4""",215 lbs,JR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114230.png
5114231,50,Elijah Muhammad,F,"6' 10""",189 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114231.png
