player_id,number,name,position,height,weight,class,hometown,player_image
5105577,0,Jasen Green,F,"6' 8""",225 lbs,FR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105577.png
5105578,1,Ben Shtolzberg,G,"6' 4""",200 lbs,FR,"Northridge, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105578.png
4433629,2,Ryan Nembhard,G,"6' 0""",170 lbs,SO,"Aurora, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433629.png
4432059,4,Shereef Mitchell,G,"6' 1""",170 lbs,JR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432059.png
4431952,5,Francisco Farabello,G,"6' 3""",185 lbs,SR,"Canada de Gomez, Argentina",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431952.png
4897412,10,Zander Yates,F,"6' 7""",225 lbs,FR,"Germantown, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897412.png
4576060,11,Ryan Kalkbrenner,C,"7' 1""",260 lbs,JR,"Florissant, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4576060.png
4683755,13,Mason Miller,F,"6' 9""",190 lbs,FR,"Germantown, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683755.png
4701553,14,Sami Osmani,G,"6' 4""",205 lbs,JR,"Oak Lawn, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701553.png
4433606,15,John Christofilis,G,"6' 3""",195 lbs,SO,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433606.png
5105579,21,Evan Young,G,"5' 11""",160 lbs,FR,"Alpine, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105579.png
4701554,22,Devin Davis,G,"6' 0""",180 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701554.png
4433268,23,Trey Alexander,G,"6' 4""",190 lbs,SO,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433268.png
4433599,24,Arthur Kaluma,F,"6' 7""",225 lbs,SO,"Glendale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433599.png
5105580,33,Fredrick King,C,"6' 10""",234 lbs,FR,"Andros, Bahamas",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105580.png
4593841,55,Baylor Scheierman,G,"6' 7""",205 lbs,SR,"Aurora, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593841.png
