number,name,position,height,weight,class,hometown,player_image
0,Amound Anderson,G,"6' 3""",187 lbs,FR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702492.png
1,Felix Lemetti,G,"6' 1""",175 lbs,JR,"Stockholm, Sweden",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398076.png
2,Deng Dut,G,"6' 4""",192 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897550.png
3,Drake Allen,G,"6' 4""",190 lbs,SO,"Eagle Mountain, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105494.png
4,Braden Housley,G,"6' 4""",180 lbs,FR,"Lehi, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105495.png
10,Cameron Healy,G,"6' 3""",190 lbs,SR,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278203.png
12,Maizen Fausett,F,"6' 6""",235 lbs,SR,"Saratoga Springs, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397379.png
13,Dee Barnes,G,"6' 4""",193 lbs,SR,"Great Mills, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397973.png
14,Jason Spurgin,C,"6' 11""",250 lbs,SO,"Toowoomba, QLD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702155.png
15,Harrison Butler,G,"6' 5""",222 lbs,SR,"Santa Ana, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397380.png
20,Marshal Destremau,F,"6' 9""",220 lbs,FR,"Perth, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114447.png
21,Josh Valentine,G,"6' 0""",174 lbs,FR,"Pleasanton, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897968.png
22,Parsa Fallah,C,"6' 9""",250 lbs,FR,"Amol, Iran",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897970.png
23,Andrew Marshall,G,"6' 4""",204 lbs,FR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897969.png
25,Zion Young,G,"6' 3""",220 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398341.png
32,Peter Dadson Jr,G,"6' 4""",195 lbs,SO,"Sydney, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114448.png
33,Martel Williams,G,"6' 3""",213 lbs,FR,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702158.png
55,Tevian Jones,G,"6' 7""",197 lbs,SR,"Chandler, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397000.png
