number,name,position,height,weight,class,hometown,player_image
1,Jayden Doyle,G,"6' 4""",190 lbs,SO,"Knoxville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896384.png
2,Jaret Valencia,F,"6' 9""",180 lbs,FR,"QuibdÃ³, Colombia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106701.png
4,Andrew Ball,G,"6' 8""",195 lbs,FR,"Marlton, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106702.png
5,Myles Foster,F,"6' 7""",240 lbs,JR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703425.png
10,Jarvis Vaughan,F,"6' 9""",220 lbs,SR,"Churchville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593338.png
13,Jack Collins,G,"6' 5""",190 lbs,FR,"Manasquan, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106703.png
14,Jack Holmstrom,G,"6' 6""",200 lbs,JR,"Rockford, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703426.png
15,Tadhg Crowley,C,"6' 10""",240 lbs,SO,"Yonkers, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896385.png
20,Tahron Allen,G,"6' 4""",205 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4599446.png
24,Myles Ruth,G,"6' 0""",160 lbs,JR,"Hillside, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703427.png
30,Sam Fagan,G,"6' 1""",170 lbs,SO,"Lake Como, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896386.png
32,Jakari Spence,G,"6' 2""",165 lbs,JR,"Toms River, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703003.png
33,Amaan Sandhu,C,"7' 0""",260 lbs,FR,"Punjab, India",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106704.png
35,Klemen Vuga,F,"6' 9""",230 lbs,JR,"MengeÅ¡, Slovenia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703428.png
NA,Marcus Mcclary,ATH,--,--,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5114163.png
