player_id,number,name,position,height,weight,class,hometown,player_image
5107507,0,Justin Archer,F,"6' 7""",205 lbs,JR,"North Brunswick, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107507.png
4398347,1,DaQuan Smith,G,"6' 1""",195 lbs,SR,"Holly Springs, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398347.png
5175675,2,Trenton Walters,G,"5' 9""",150 lbs,FR,"Frisco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175675.png
5107508,3,Kenyon Giles,G,"5' 11""",165 lbs,SO,"Chesapeake, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107508.png
4703804,4,Truth Harris,G,"6' 2""",180 lbs,JR,"Mount Vernon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703804.png
5106607,5,Josiah Harris,F,"6' 8""",220 lbs,JR,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106607.png
4432130,10,Chandler Turner,F,"6' 7""",210 lbs,SR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432130.png
5107509,11,Kyle Burns,G,"6' 2""",175 lbs,FR,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107509.png
5175676,13,Trevor Roe,F,"6' 8""",200 lbs,FR,"Syracuse, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5175676.png
4432814,14,Bryan Antoine,G,"6' 5""",185 lbs,SR,"Tinton Falls, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432814.png
5107510,21,D'Auntray Pierce,C,"6' 10""",200 lbs,SR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107510.png
4908561,23,TJ Nesmith,F,"6' 9""",220 lbs,SR,"Burlington, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4908561.png
5107511,25,Hunter Castleberry,G,"6' 3""",175 lbs,FR,"Charleston, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107511.png
5107512,30,Austin Johnson,G,"6' 4""",150 lbs,FR,"St. Augustine, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107512.png
5107513,34,David Vidor,F,"6' 8""",185 lbs,FR,"Budapest, Hungary",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107513.png
4702128,41,Dean Lockley,G,"6' 3""",190 lbs,JR,"Charlottesville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702128.png
5107514,54,Ibu Yamazaki,F,"6' 7""",215 lbs,SO,"Matsudo, Japan",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107514.png
