number,name,position,height,weight,class,hometown,player_image
0,Jayson Mathews,G,"5' 10""",150 lbs,FR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108845.png
1,Zion Harmon,G,"6' 0""",165 lbs,FR,"Temple Hills, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432641.png
2,Lukas Gudavicius,G,"6' 10""",225 lbs,FR,"Vilnius, Lithuania",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4888734.png
3,Marcus Garrett,G,"6' 2""",185 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703258.png
4,Kuon Kuon,F,"6' 9""",185 lbs,FR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108846.png
5,Damani McEntire,G,"6' 4""",205 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592639.png
10,Dhashon Dyson,G,"6' 1""",170 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108847.png
11,Donovann Toatley,G,"6' 1""",175 lbs,JR,"Largo, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398156.png
12,Kevin Davis,G,"6' 6""",195 lbs,SR,"Portsmouth, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899526.png
15,Simeon Womack,G,"6' 2""",170 lbs,FR,"Jacksonville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108848.png
21,Trayvon Barbary,G,"6' 4""",175 lbs,FR,"Deland, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108849.png
22,Dylan Robertson,C,"6' 10""",205 lbs,SR,"Tuscaloosa, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703682.png
23,Derrick Carter-Hollinger Jr.,F,"6' 6""",200 lbs,JR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592605.png
30,Joe French,G,"6' 5""",170 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592996.png
32,Elijah Hulsewe,C,"7' 0""",260 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108850.png
33,James Henderson Jr.,C,"6' 9""",230 lbs,FR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108851.png
