number,name,position,height,weight,class,hometown,player_image
0,Julius Rollins,G,"6' 5""",189 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898315.png
1,VonCameron Davis,F,"6' 5""",216 lbs,SO,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4589474.png
2,Malique Jacobs,G,"6' 3""",194 lbs,SR,"Wilmington, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703551.png
3,Sincere Carry,G,"6' 1""",185 lbs,SR,"Farrell, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396807.png
4,Chris Payton,F,"6' 7""",215 lbs,SR,"Bloomington, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897401.png
5,Brenden Moss,G,"6' 4""",185 lbs,FR,"Rockford, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108090.png
11,Giovanni Santiago,G,"6' 1""",164 lbs,JR,"Bayamon, Puerto Rico",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593436.png
13,Jalen Sullinger,G,"5' 10""",170 lbs,SO,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898316.png
14,Magnus Entenmann,F,"6' 9""",210 lbs,FR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108091.png
15,Mike Bekelja,G,"6' 1""",180 lbs,SO,"Solon, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700874.png
21,Robert Carpenter,F,"6' 7""",210 lbs,JR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592486.png
22,London Maiden,C,"6' 9""",258 lbs,FR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108092.png
23,Delrecco Gillespie,F,"6' 8""",215 lbs,FR,"Benton Harbor, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108093.png
33,Miryne Thomas,F,"6' 8""",215 lbs,SR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279796.png
34,Akeem Odusipe,F,"6' 8""",225 lbs,SO,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432496.png
42,Cli'Ron Hornbeak,C,"6' 9""",224 lbs,SO,"Toledo, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898317.png
