number,name,position,height,weight,class,hometown,player_image
0,Weston Baer,G,"6' 2""",175 lbs,SO,"Pomeroy, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897986.png
1,Tre Booker,G,"6' 4""",200 lbs,SO,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106592.png
2,Tre Wood,G,"6' 1""",170 lbs,SR,"Largo, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397160.png
3,Maurice Commander,G,"6' 0""",175 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398155.png
4,Jacob Johnson,G,"6' 5""",195 lbs,SO,"Minneapolis, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593970.png
5,Andre Washington,G,"5' 11""",178 lbs,SO,"Staten Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897987.png
10,R.J. Greene,G,"6' 6""",207 lbs,FR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106593.png
11,Noble Crawford,G,"6' 5""",185 lbs,SO,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703207.png
13,James Kamich,F,"6' 9""",195 lbs,JR,"Tonj, South Sudan",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897989.png
15,C.J. Delancy,F,"6' 8""",201 lbs,FR,"Jonesboro, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106594.png
20,Jake Cook,F,"6' 8""",180 lbs,JR,"Watervliet, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433581.png
21,Cheikh Ndiaye,F,"6' 8""",250 lbs,SR,"Theis, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106595.png
22,Elijah Bailey,G,"5' 11""",140 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5113796.png
24,Marko Maletic,G,"6' 6""",208 lbs,SO,"London, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106596.png
34,Amadou Fall,F,"6' 10""",240 lbs,JR,"Kaolack, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397492.png
44,Quion Burns,G,"6' 6""",180 lbs,SO,"White Plains, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897990.png
