number,name,position,height,weight,class,hometown,player_image
0,Kody Williams,G,"6' 0""",190 lbs,FR,"Minnetonka, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107203.png
1,Amoro Lado,G,"6' 2""",175 lbs,JR,"Nampa, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897665.png
2,Justus Jackson,G,"6' 1""",170 lbs,SO,"Surprise, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4912957.png
3,JoVon McClanahan,G,"5' 10""",170 lbs,JR,"Vallejo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702504.png
4,Noel Coleman,G,"6' 2""",190 lbs,JR,"Leopoldsburg, Belgium",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593795.png
5,Bernardo da Silva,F,"6' 9""",215 lbs,JR,"Macapa, Brazil",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431868.png
10,Beon Riley,G,"6' 6""",225 lbs,SO,"Chula Vista, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702505.png
13,Matija Svetozarevic,F,"6' 8""",230 lbs,SO,"Nis, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897189.png
14,Harry Rouhliadeff,F,"6' 9""",220 lbs,FR,"Brisbane, QLD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107204.png
20,Zoar Nedd,F,"6' 6""",225 lbs,JR,"Kapolei, HI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397462.png
22,Ryan Rapp,G,"6' 5""",195 lbs,JR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433062.png
23,Mor Seck,C,"7' 1""",230 lbs,FR,"Kaolack, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107205.png
32,Samuta Avea,G,"6' 6""",200 lbs,SR,"Hauula, HI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278746.png
44,Kamaka Hepa,F,"6' 10""",215 lbs,SR,"Utqiagvik, AK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397080.png
55,Juan Munoz,G,"6' 0""",170 lbs,SR,"Morrisville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067594.png
