player_id,number,name,position,height,weight,class,hometown,player_image
4593815,0,Ubongabasi Etim,F,"6' 9""",210 lbs,FR,"Richmond, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108048.png
4703813,1,Brenton Mills,G,"6' 3""",185 lbs,SR,"Allen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592891.png
4431792,2,Leon Ayers III,G,"6' 5""",185 lbs,SR,"Troy, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703813.png
4592483,3,Kaden Metheny,G,"5' 11""",180 lbs,SO,"Morgantown, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703572.png
4593402,4,Willie Lightfoot,G,"6' 0""",170 lbs,FR,"Niagara Falls, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684617.png
5108048,5,Rashaun Agee,F,"6' 8""",225 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593815.png
5108050,10,Anthony McComb III,G,"6' 3""",180 lbs,FR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108049.png
4684617,11,Jamai Felt,F,"6' 9""",210 lbs,FR,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5108050.png
5108049,12,Isaac Elsasser,G,"6' 4""",195 lbs,SR,"Bowling Green, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593402.png
4703572,13,Chandler Turner,G,"6' 7""",210 lbs,SR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432130.png
4592891,14,Sam Towns,F,"6' 9""",200 lbs,JR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703531.png
4703555,15,Samari Curtis,G,"6' 4""",190 lbs,SR,"Xenia, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431792.png
4703531,21,Madani Diarra,F,"6' 11""",260 lbs,SR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592483.png
4432130,32,Gabe O'Neal,F,"6' 7""",240 lbs,SR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703555.png
4703574,33,Jackson Watson,G,"6' 1""",180 lbs,SO,"Libertyville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703574.png
