number,name,position,height,weight,class,hometown,player_image
0,Israel Barnes,G,"6' 4""",185 lbs,SR,"Wichita, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397388.png
1,Phillip Russell,G,"5' 10""",165 lbs,SO,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701120.png
3,Aquan Smart,G,"6' 3""",175 lbs,SO,"Evanston, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590400.png
4,Adam Larson,F,"6' 9""",180 lbs,FR,"Fennimore, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897306.png
5,Chris Harris,G,"6' 3""",205 lbs,SR,"Antioch, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593686.png
10,David Idada,C,"7' 0""",250 lbs,FR,"Barendrecht, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107642.png
11,Evan Eursher,G,"6' 2""",177 lbs,FR,"Hendersonville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107643.png
12,Tevin Gowins,G,"5' 9""",167 lbs,FR,"Florissant, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107644.png
14,Nate Johnson,C,"6' 9""",250 lbs,SR,"Broward County, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703378.png
15,Josh Mitchell,F,"6' 8""",215 lbs,SO,"Tupelo, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107645.png
21,Josh Earley,F,"6' 7""",242 lbs,JR,"Shawnee Mission, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432974.png
22,Gavyn Elkamil,G,"6' 5""",190 lbs,SO,"Pittsburg, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4708175.png
24,Kobe Clark,F,"6' 6""",180 lbs,SO,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432477.png
33,Dylan Branson,G,"6' 5""",220 lbs,SO,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703379.png
35,Mason Hanback,C,"7' 0""",245 lbs,FR,"Jackson, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107646.png
