number,name,position,height,weight,class,hometown,player_image
1,Kendall Blue,G,"6' 6""",190 lbs,FR,"Woodbury, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5109018.png
2,Ben Nau,G,"6' 2""",185 lbs,SO,"Brookfield, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897240.png
3,Andrew Rohde,G,"6' 6""",185 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5109019.png
5,Parker Bjorklund,F,"6' 6""",195 lbs,SR,"Chaska, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897243.png
10,Riley Miller,G,"6' 3""",185 lbs,SR,"Eden Prairie, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897244.png
11,Drake Dobbs,G,"6' 2""",175 lbs,SO,"Eden Prairie, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700845.png
12,Ryan Dufault,G,"6' 0""",175 lbs,SO,"Waseca, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897245.png
13,Ahjany Lee,F,"6' 9""",215 lbs,FR,"Byron, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4838718.png
14,Brooks Allen,F,"6' 7""",210 lbs,SR,"Shakopee, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897249.png
20,Courtney Brown Jr.,F,"6' 7""",215 lbs,JR,"Cottage Grove, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431912.png
23,Will Engels,F,"6' 5""",215 lbs,SR,"Clarendon Hills, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897247.png
32,Dom Martinelli,G,"6' 4""",200 lbs,JR,"Glenview, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702290.png
33,Bennett Kwiecinski,F,"6' 9""",210 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703515.png
35,Carter Bjerke,F,"6' 9""",250 lbs,FR,"Plymouth, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5109020.png
