number,name,position,height,weight,class,hometown,player_image
0,Kamron Hobbs,G,"5' 10""",165 lbs,FR,"Stockbridge, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4901230.png
1,Khalil Turner,F,"6' 8""",215 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593365.png
2,Isaiah Burke,G,"6' 1""",180 lbs,SR,"Bowie, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398199.png
3,Rob Lawson,G,"6' 0""",170 lbs,FR,"Capitol Heights, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107977.png
4,Daiquan Copeland,G,"6' 6""",215 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107978.png
5,Lewis Djonkam,F,"6' 9""",245 lbs,SR,"Springfield, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278422.png
10,Will Thomas,G,"6' 5""",195 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900680.png
11,Malik Miller,G,"6' 4""",191 lbs,SR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398197.png
12,Chase Williams,G,"5' 10""",160 lbs,FR,"Waldorf, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107979.png
14,Toto Fagbenle,F,"6' 9""",220 lbs,SR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107980.png
21,Collin Nnamene,F,"6' 8""",210 lbs,SR,"Enugu, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397977.png
22,Kevon Wiggins,G,"6' 3""",190 lbs,JR,"Georgetown, Guyana",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107981.png
23,David McCullough,G,"6' 6""",190 lbs,SR,"Bowie, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107982.png
31,Ty Horner,F,"6' 10""",255 lbs,SR,"Sisters, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4900679.png
