player_id,number,name,position,height,weight,class,hometown,player_image
4593240,0,Brandon Rush,G,"6' 3""",195 lbs,SR,"Warrensville Heights, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593240.png
4594264,1,Ziggy Reid,F,"6' 6""",245 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594264.png
5177223,2,Christian Kirkland,F,"6' 9""",225 lbs,FR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177223.png
4683945,3,E.J. Farmer,G,"6' 5""",185 lbs,JR,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683945.png
5177224,4,David Wilkerson,G,"6' 4""",175 lbs,SO,"Lansing, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177224.png
5107612,5,Brett Thompson,G,"6' 1""",180 lbs,SR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107612.png
4898165,10,Imanuel Zorgvol,C,"7' 0""",215 lbs,SO,"Paramaribo, Suriname",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898165.png
4593305,11,Bryson Langdon,G,"5' 9""",170 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593305.png
5107411,13,Jaylen Bates,F,"6' 7""",215 lbs,SR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107411.png
5177225,14,Dante DePante,G,"6' 4""",190 lbs,FR,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177225.png
5177226,20,Anthony Breland,G,"6' 4""",190 lbs,FR,"Newton, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177226.png
5106810,22,John Lovelace Jr.,G,"6' 7""",205 lbs,SO,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106810.png
5116799,30,Tommy Fryda,G,"6' 1""",180 lbs,SO,"Boardman, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5116799.png
5177227,45,Gabe Dynes,C,"7' 3""",190 lbs,FR,"Independence, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177227.png
4594111,55,DJ Burns,F,"6' 7""",220 lbs,SR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594111.png
