number,name,position,height,weight,class,hometown,player_image
0,Elijah McCadden,G,"6' 5""",195 lbs,SR,"Rocky Mount, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397519.png
1,Keonte Kennedy,G,"6' 5""",180 lbs,SR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397137.png
2,Alex Lomax,G,"6' 0""",190 lbs,SR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396633.png
3,Kendric Davis,G,"6' 0""",177 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397066.png
4,Chandler Lawson,F,"6' 7""",215 lbs,SR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431721.png
5,Kaodirichi Akobundu-Ehiogu,F,"6' 10""",210 lbs,SR,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4403467.png
10,Jahmar Young Jr.,F,"6' 10""",223 lbs,SR,"Oak Cliff, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396640.png
11,Johnathan Lawson,G,"6' 6""",190 lbs,FR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432589.png
12,DeAndre Williams,F,"6' 9""",205 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397355.png
14,Ian Granja,F,"6' 7""",188 lbs,FR,"Barcelona, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106636.png
20,James De Jesus,G,"6' 0""",160 lbs,JR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5106637.png
23,Malcolm Dandridge,F,"6' 9""",260 lbs,SR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431738.png
25,Jayden Hardaway,G,"6' 5""",207 lbs,SR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396635.png
30,Conor Glennon,G,"5' 10""",177 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701207.png
31,Tadarius Jacobs,G,"6' 1""",170 lbs,SO,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897070.png
55,Damaria Franklin,G,"6' 3""",200 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703420.png
