game_id,date,opponent,location,team_score,opp_score,record
283190071,2008-11-14,UIC,H,67,61,1-0 (0-0)
283210057,2008-11-16,Florida,A,58,81,1-1 (0-0)
283290071,2008-11-24,UMKC,N,61,73,1-2 (0-0)
283300526,2008-11-25,Florida Gulf Coast,A,58,54,2-2 (0-0)
283310071,2008-11-26,Richmond,N,80,66,3-2 (0-0)
283340071,2008-11-29,East Tennessee State,H,82,69,4-2 (0-0)
283420127,2008-12-07,Michigan State,A,59,75,4-3 (0-0)
283450071,2008-12-10,Butler,H,75,87,4-4 (0-0)
283490071,2008-12-14,SE Missouri St,H,75,62,5-4 (0-0)
283550270,2008-12-20,Milwaukee,A,74,86,5-5 (0-0)
283580071,2008-12-23,SIU-Edwardsville,H,67,61,6-5 (0-0)
283630071,2008-12-28,Southern Illinois,H,79,63,7-5 (1-0)
283662724,2008-12-31,Wichita State,A,60,58,8-5 (2-0)
290032623,2009-01-03,Missouri State,A,63,57,9-5 (3-0)
290060071,2009-01-06,Illinois State,H,56,52,10-5 (4-0)
290100071,2009-01-10,Creighton,H,64,73,10-6 (4-1)
290130282,2009-01-13,Indiana State,A,63,52,11-6 (5-1)
290180079,2009-01-18,Southern Illinois,A,62,68,11-7 (5-2)
290212460,2009-01-21,Northern Iowa,A,61,66,11-8 (5-3)
290240071,2009-01-24,Indiana State,H,68,56,12-8 (6-3)
290280071,2009-01-28,Wichita State,H,65,50,13-8 (7-3)
290312287,2009-01-31,Illinois State,A,65,69,13-9 (7-4)
290340071,2009-02-03,Northern Iowa,H,58,61,13-10 (7-5)
290382181,2009-02-07,Drake,A,54,68,13-11 (7-6)
290420156,2009-02-11,Creighton,A,65,79,13-12 (7-7)
290450071,2009-02-14,Evansville,H,86,79,14-12 (8-7)
290480071,2009-02-17,Missouri State,H,71,60,15-12 (9-7)
290532350,2009-02-21,Loyola Chicago,A,86,75,16-12 (9-7)
290560339,2009-02-25,Evansville,A,49,56,16-13 (9-8)
290590071,2009-02-28,Drake,H,77,75,17-13 (10-8)
290650071,2009-03-06,Southern Illinois,N,67,55,18-13 (10-8)
290662460,2009-03-07,Northern Iowa,N,62,76,18-14 (10-8)
290770071,2009-03-18,Austin Peay,H,81,74,19-14 (10-8)
290820071,2009-03-23,Oakland,H,76,75,20-14 (10-8)
290840071,2009-03-25,Pacific,H,59,49,21-14 (10-8)
290900071,2009-03-31,Old Dominion,H,62,66,21-15 (10-8)
