game_id,date,opponent,location,team_score,opp_score,record
283192579,2008-11-14,South Carolina,A,76,89,0-1 (0-0)
283230055,2008-11-18,West Alabama,H,69,48,1-1 (0-0)
283272247,2008-11-22,Georgia State,A,80,73,2-1 (0-0)
283290113,2008-11-24,UMass,A,75,74,3-1 (0-0)
283340055,2008-11-29,VMI,H,95,67,4-1 (0-0)
283372450,2008-12-02,Norfolk State,A,80,61,5-1 (0-0)
283412635,2008-12-06,Tennessee Tech,A,82,66,6-1 (1-0)
283520005,2008-12-17,UAB,A,48,75,6-2 (1-0)
283550066,2008-12-20,Iowa State,A,60,66,6-3 (1-0)
283650055,2008-12-30,Berry,H,98,49,7-3 (1-0)
290030055,2009-01-03,Eastern Illinois,H,69,78,7-4 (1-1)
290050055,2009-01-05,SE Missouri St,H,71,66,8-4 (2-1)
290082198,2009-01-08,Eastern Kentucky,A,67,75,8-5 (2-2)
290102413,2009-01-10,Morehead State,A,61,76,8-6 (2-3)
290150055,2009-01-15,Murray State,H,56,63,8-7 (2-4)
290170055,2009-01-17,UT Martin,H,73,92,8-8 (2-5)
290222634,2009-01-22,Tennessee State,A,57,59,8-9 (2-6)
290242046,2009-01-24,Austin Peay,A,80,86,8-10 (2-7)
290292546,2009-01-29,SE Missouri St,A,78,68,9-10 (3-7)
290312197,2009-01-31,Eastern Illinois,A,60,63,9-11 (3-8)
290360055,2009-02-05,Morehead State,H,57,52,10-11 (4-8)
290380055,2009-02-07,Eastern Kentucky,H,75,70,11-11 (5-8)
290400055,2009-02-09,Tennessee State,H,70,80,11-12 (5-9)
290432630,2009-02-12,UT Martin,A,74,99,11-13 (5-10)
290450093,2009-02-14,Murray State,A,54,57,11-14 (5-11)
290480055,2009-02-17,Austin Peay,H,60,72,11-15 (5-12)
290520290,2009-02-21,Georgia Southern,A,63,66,11-16 (5-12)
290590055,2009-02-28,Tennessee Tech,H,74,91,11-17 (5-13)
