date,game_id,home,away
2007-11-06,273100235,Memphis,Richmond
2007-11-07,273110041,UConn,Morgan State
2007-11-07,273110096,Kentucky,Gardner-Webb
2007-11-07,273112010,Central Arkansas,Alabama A&M
2007-11-08,273120041,UConn,Buffalo
2007-11-08,273120201,Oklahoma,San Francisco
2007-11-09,273130104,Boston University,St. Bonaventure
2007-11-09,273130130,Michigan,Radford
2007-11-09,273130154,Wake Forest,Fairfield
2007-11-09,273130219,Pennsylvania,Drexel
2007-11-09,273132199,Eastern Michigan,Brown
2007-11-09,273132539,San Francisco,East Central
2007-11-10,273140006,South Alabama,West Florida
2007-11-10,273140021,Portland,San Diego State
2007-11-10,273140043,Yale,Sacred Heart
2007-11-10,273140045,George Washington,Mt. St. Mary's
2007-11-10,273140139,Saint Louis,Houston Baptist
2007-11-10,273140151,East Carolina,Limestone
2007-11-10,273140158,Nebraska,Presbyterian
2007-11-10,273140221,Pittsburgh,North Carolina A&T
2007-11-10,273140238,Vanderbilt,Austin Peay
2007-11-10,273140257,Richmond,Norfolk State
2007-11-10,273140278,Fresno State,Liberty
2007-11-10,273140279,Western Michigan,Pacific
2007-11-10,273140350,UNC Wilmington,Charleston
2007-11-10,273142005,Air Force,Northern Colorado
2007-11-10,273142132,Cincinnati,Western Carolina
2007-11-10,273142247,Georgia State,UAB
2007-11-10,273142378,UMBC,Saint Peter's
2007-11-10,273142483,Oregon,Pepperdine
2007-11-10,273142649,Toledo,Missouri State
2007-11-10,273142678,Dartmouth,VMI
2007-11-10,273142751,Wyoming,Colorado CS
2007-11-10,273142752,Xavier,SE Missouri St
2007-11-11,273150024,Stanford,UC Santa Barbara
2007-11-11,273150221,Pittsburgh,Saint Louis
2007-11-11,273150258,Virginia,Vermont
2007-11-11,273150275,Wisconsin,Purdue Fort Wayne
2007-11-11,273150278,Fresno State,San Diego State
2007-11-11,273150356,Illinois,Northeastern
2007-11-11,273152132,Cincinnati,Bowling Green
2007-11-11,273152199,Eastern Michigan,Radford
2007-11-11,273152305,Kansas,UMKC
2007-11-11,273152306,Kansas State,Pittsburg State
2007-11-11,273152448,North Carolina A&T,Houston Baptist
2007-11-11,273152464,Northern Arizona,Adams State
2007-11-11,273152483,Oregon,Pacific
2007-11-11,273152492,Pepperdine,Western Michigan
2007-11-11,273152501,Liberty,Portland
2007-11-11,273152567,SMU,Alabama State
2007-11-11,273152582,Southern,Paul Quinn
2007-11-12,273160026,UCLA,Youngstown St
2007-11-12,273160084,Indiana,Chattanooga
2007-11-12,273160087,Notre Dame,LIU Brooklyn
2007-11-12,273160142,Missouri,Central Michigan
2007-11-12,273160150,Duke,New Mexico State
2007-11-12,273160183,Syracuse,Siena
2007-11-12,273160194,Ohio State,Green Bay
2007-11-12,273160201,Oklahoma,Alcorn State
2007-11-12,273160228,Clemson,Furman
2007-11-12,273160251,Texas,UTSA
2007-11-12,273160279,Pacific,Pepperdine
2007-11-12,273160328,Utah State,Montana-Western
2007-11-12,273162230,Fordham,Central Missouri St
2007-11-12,273162429,Charlotte,Appalachian State
2007-11-12,273162483,Oregon,Western Michigan
2007-11-12,273162529,Sacred Heart,Army
2007-11-12,273162603,Saint Joseph's,Fairleigh Dickinson
2007-11-12,273162619,Stony Brook,Lafayette
2007-11-12,273170120,Maryland,Hampton
2007-11-13,273170012,Arizona,Northern Arizona
2007-11-13,273170026,UCLA,CSU San Bernardino
2007-11-13,273170068,Boise State,Washington State
2007-11-13,273170098,Western Kentucky,KY Wesleyan
2007-11-13,273170127,Michigan State,Chicago State
2007-11-13,273170142,Missouri,Fordham
2007-11-13,273170151,East Carolina,Richmond
2007-11-13,273170183,Syracuse,Saint Joseph's
2007-11-13,273170193,Miami (OH),Xavier
2007-11-13,273170194,Ohio State,Columbia
2007-11-13,273170245,Texas A&M,Oral Roberts
2007-11-13,273170357,UTEP,Texas A&M-CC
2007-11-13,273172084,Buffalo,South Florida
2007-11-13,273172118,Central Michigan,Central Missouri St
2007-11-13,273172210,Elon,Erskine
