number,name,position,height,weight,class,hometown
1,Alex Mitola,G,"5' 11""",170 lbs,SR,"Florham Park, NJ"
3,Paul Jorgensen,G,"6' 2""",185 lbs,SO,"New City, NY"
4,Anthony Swan,G/F,"6' 7""",196 lbs,SO,"Los Angeles, CA"
12,Yuta Watanabe,G/F,"6' 8""",197 lbs,SO,"Kagawa, Japan"
13,Patricio Garino,G/F,"6' 6""",210 lbs,SR,"Mar del Plata, Argentina"
14,Jordan Roland,G,"6' 1""",172 lbs,FR,"Syracuse, NY"
21,Kevin Larsen,F,"6' 10""",265 lbs,SR,"Copenhagen, Denmark"
22,Joe McDonald,G,"6' 1""",190 lbs,SR,"Lorton, VA"
23,Jaren Sina,G,"6' 2""",185 lbs,JR,"Lake Hopatcong, NJ"
30,Matt Hart,G,"6' 1""",182 lbs,JR,"Orchard Park, NY"
33,Collin Goss,F,"6' 10""",215 lbs,FR,"Manassas, VA"
34,Tyler Cavanaugh,F,"6' 9""",238 lbs,JR,"Syracuse, NY"
45,Matt Cimino,F,"6' 10""",212 lbs,SO,"Falmouth, ME"
