number,name,position,height,weight,class,hometown
0,Tanner Krebs,F,"6' 6""",200 lbs,FR,"Hobart, Australia"
1,Jordan Hunter,C,"6' 10""",215 lbs,FR,"Vaucluse, Australia"
2,Stefan Gonzalez,G,"6' 2""",195 lbs,FR,"Pocatello, ID"
3,Emmett Naar,G,"6' 1""",195 lbs,SO,"Sydney, Australia"
11,Jack Biebel,G,"5' 11""",185 lbs,JR,"San Jose, CA"
15,Dan Sheets,F,"6' 5""",200 lbs,FR,"San Ramon, CA"
21,Evan Fitzner,C,"6' 10""",215 lbs,FR,"San Diego, CA"
22,Dane Pineau,F,"6' 9""",225 lbs,JR,"Melbourne, Australia"
24,Calvin Hermanson,F,"6' 6""",200 lbs,SO,"Lake Oswego, OR"
25,Joe Rahon,G,"6' 2""",195 lbs,JR,"San Diego, CA"
33,Kyle Clark,G,"6' 6""",215 lbs,FR,"Wynyard, Australia"
34,Jock Landale,C,"6' 11""",255 lbs,SO,"East Malvern, Australia"
43,Franklin Porter,G,"6' 4""",210 lbs,FR,"Portland, OR"
