number,name,position,height,weight,class,hometown
0,Aaron Young,G,"6' 0""",176 lbs,SO,"Lynchburg, VA"
3,Devin Cannady,G,"6' 1""",179 lbs,FR,"Mishawaka, IN"
5,Amir Bell,G,"6' 3""",184 lbs,SO,"East Brunswick, NJ"
10,Spencer Weisz,F,"6' 4""",209 lbs,JR,"Florham Park, NJ"
11,Elias Berbari,G,"6' 2""",179 lbs,FR,"Greenlawn, NY"
12,Myles Stephens,G,"6' 4""",198 lbs,FR,"Lawrenceville, NJ"
13,Mike Washington Jr.,G,"6' 3""",204 lbs,SR,"Oak Harbor, WA"
14,Khyan Rayner,G,"5' 11""",163 lbs,JR,"Portland, OR"
20,Jackson Forbes,F,"6' 6""",217 lbs,SO,"Plano, TX"
21,Henry Caruso,F,"6' 4""",200 lbs,JR,"San Mateo, CA"
23,Mike LeBlanc,F,"6' 6""",197 lbs,SO,"Dover, NH"
25,Steven Cook,F,"6' 5""",197 lbs,JR,"Winnetka, IL"
30,Hans Brase,F,"6' 10""",229 lbs,SR,"Clover, SC"
31,Pete Miller,F,"6' 11""",235 lbs,JR,"Winchester, MA"
35,Alec Brennan,F,"6' 11""",224 lbs,SO,"Weston, MA"
44,Noah Bramlage,F,"6' 9""",237 lbs,FR,"Glandorf, OH"
