number,name,position,height,weight,class,hometown
2,Anthony Odunsi,G,"6' 4""",205 lbs,SR,"Sugar Land, TX"
3,Asa Cantwell,G,"6' 3""",180 lbs,FR,"San Antonio, TX"
4,Cody Stetler,C,"6' 9""",235 lbs,JR,"Hoisington, KS"
5,Colter Lasher,F,"6' 7""",215 lbs,JR,"Anchorage, AK"
10,Trey Patterson,G,"6' 4""",180 lbs,SO,"Plano, TX"
11,Caleb Crayton,G/F,"6' 3""",205 lbs,SR,"Oklahoma City, OK"
12,Terry Harris,G/F,"6' 6""",215 lbs,SO,"Dix Hills, NY"
13,Stephen O'Suji,G,"5' 10""",190 lbs,SO,"Houston, TX"
14,Nic Thomas,G,"6' 2""",180 lbs,FR,"Arlington, TX"
15,Reveal Chukwujekwu,G/F,"6' 3""",205 lbs,JR,"Houston, TX"
23,Alex Fountain,F,"6' 7""",210 lbs,JR,"Wartburg, TN"
24,Kyren Block,G,"6' 6""",180 lbs,FR,"San Antonio, TX"
25,Will Gates Jr.,G,"6' 1""",190 lbs,JR,"Schertz, TX"
30,Jourdan Stickler,G/F,"6' 4""",180 lbs,SR,"Annapolis, MD"
33,Isaiah Robinson,C,"6' 10""",215 lbs,FR,"Portland, OR"
44,Josh Ibarra,C,"6' 11""",250 lbs,SO,"Angleton, TX"
55,Evan Anderson,G,"6' 0""",170 lbs,FR,"Kenosha, WI"
