number,name,position,height,weight,class,hometown
1,Christian Sanders,G,"6' 4""",185 lbs,SR,"Houston, TX"
2,Robert Cartwright,G,"6' 2""",170 lbs,SO,"Pasadena, CA"
3,Malcolm Allen,G,"6' 1""",180 lbs,JR,"Las Vegas, NV"
4,Ian Proulx,G,"6' 1""",185 lbs,SR,"Atherton, CA"
10,Michael Humphrey,F,"6' 9""",218 lbs,SO,"Phoenix, AZ"
11,Dorian Pickens,G/F,"6' 5""",210 lbs,SO,"Phoenix, AZ"
12,Josh Hanson,G,"6' 1""",175 lbs,SO,"Houston, TX"
14,Marcus Sheffield,G/F,"6' 5""",180 lbs,FR,"Alpharetta, GA"
15,Marcus Allen,G,"6' 3""",190 lbs,JR,"Las Vegas, NV"
20,Josh Sharma,C,"7' 0""",210 lbs,FR,"Lexington, MA"
21,Cameron Walker,F,"6' 7""",200 lbs,FR,"Santa Maria, CA"
22,Reid Travis,F,"6' 8""",245 lbs,SO,"Minneapolis, MN"
24,Alex Seutin,F,"6' 5""",207 lbs,SO,"San Francisco, CA"
25,Rosco Allen,F,"6' 9""",220 lbs,SR,"Budapest, Hungary"
30,Grant Verhoeven,C,"6' 9""",245 lbs,SR,"Hanford, CA"
31,Ayo Adedeji,G,"6' 4""",195 lbs,JR,"San Diego, CA"
