number,name,position,height,weight,class,hometown
0,Kasey Hill,G,"6' 1""",180 lbs,JR,"Umatilla, FL"
1,DeVon Walker,G/F,"6' 6""",203 lbs,JR,"Winter Haven, FL"
2,Brandone Francis-Ramirez,G,"6' 5""",205 lbs,FR,"La Romana, Dominican Republic"
3,Devin Robinson,F,"6' 8""",195 lbs,SO,"Chesterfield, VA"
4,KeVaughn Allen,G,"6' 2""",183 lbs,FR,"Little Rock, AR"
5,Alex Murphy,F,"6' 8""",225 lbs,SR,"Wakefield, RI"
10,Dorian Finney-Smith,F,"6' 8""",220 lbs,SR,"Portsmouth, VA"
11,Chris Chiozza,G,"6' 0""",175 lbs,SO,"Memphis, TN"
12,Zach Hodskins,G,"6' 4""",203 lbs,SO,"Alpharetta, GA"
13,Kevarrius Hayes,F,"6' 9""",210 lbs,FR,"Live Oak, FL"
14,Lexx Edwards,G,"6' 2""",220 lbs,SR,"Orlando, FL"
15,John Egbunu,C,"6' 11""",255 lbs,SO,"Bauchi, Nigeria"
20,Jhonny Victor,G,"6' 4""",178 lbs,FR,"Orlando, FL"
23,Keith Stone,F,"6' 8""",233 lbs,FR,"Deerfield Beach, FL"
24,Justin Leon,F,"6' 8""",200 lbs,JR,"Conway, AR"
32,Schuyler Rimmer,F/C,"6' 10""",245 lbs,JR,"Orlando, FL"
