number,name,position,height,weight,class,hometown
0,Deandre Burnett,G,"6' 2""",194 lbs,SO,"Miami Gardens, FL"
1,Martavious Newby,G,"6' 3""",218 lbs,SR,"Memphis, TN"
2,J.T. Escobar,G,"6' 2""",182 lbs,FR,"Tallahassee, FL"
3,Terence Davis,G,"6' 4""",201 lbs,FR,"Southaven, MS"
5,Marcanvis Hymon,F,"6' 7""",216 lbs,SO,"Memphis, TN"
10,Sam Finley,G,"6' 2""",190 lbs,JR,"Corona, CA"
11,Sebastian Saiz,F,"6' 9""",240 lbs,JR,"Madrid, Spain"
12,Tomasz Gielo,F,"6' 9""",228 lbs,SR,"Szczecin, Poland"
13,Anthony Perez,F,"6' 9""",226 lbs,SR,"Cumana, Venezuela"
14,Rasheed Brooks,G,"6' 5""",201 lbs,JR,"Mansfield, OH"
15,Alex Shepard,G,"6' 3""",191 lbs,FR,"Madden, MS"
20,Donte Fitzpatrick-Dorsey,G,"6' 4""",183 lbs,FR,"Memphis, TN"
25,Terry Brutus,F,"6' 6""",235 lbs,JR,"Spring Valley, NY"
30,Jake Coddington,F,"6' 6""",212 lbs,JR,"Edwardsville, IL"
42,Stefan Moody,G,"5' 10""",179 lbs,SR,"Kissimmee, FL"
