number,name,position,height,weight,class,hometown
0,Richard Lee,G,"6' 4""",200 lbs,SO,"Lake Worth, FL"
1,Matthew Butler,G,"6' 2""",185 lbs,JR,"Memphis, TN"
2,Jacolby Mobley,G,"6' 0""",160 lbs,JR,"Starkville, MS"
3,Alex Anderson,G,"5' 11""",180 lbs,SR,"Memphis, TN"
4,Kedar Edwards,F,"6' 5""",200 lbs,JR,"Brooklyn, NY"
10,Chandler Rowe,F,"6' 7""",205 lbs,JR,"Indianapolis, IN"
11,Terrence Durham,G,"6' 3""",195 lbs,SR,"Memphis, TN"
12,Fatodd Lewis,F,"6' 8""",215 lbs,FR,"Memphis, TN"
13,Malik Pugh,G,"6' 1""",165 lbs,SO,"Dyersburg, TN"
21,Malik London,F,"6' 8""",190 lbs,JR,"Jackson Hamlet, NC"
25,Javier Martinez,F,"6' 7""",210 lbs,JR,"St. Croix, U.S. Virgin Islands"
30,Twymond Howard,F,"6' 6""",210 lbs,SR,"Pearl, MS"
33,Myles Taylor,F,"6' 7""",235 lbs,SR,"Little Rock, AR"
34,James Harrison,G,"6' 5""",210 lbs,JR,"Houston, TX"
41,Jalen Variste,G,"5' 11""",165 lbs,JR,"Baton Rouge, LA"
44,Nick Detlev,C,"7' 2""",225 lbs,FR,"Euclid, OH"
