number,name,position,height,weight,class,hometown
0,E.C. Matthews,G,"6' 5""",205 lbs,JR,"Detroit, MI"
1,Jarvis Garrett,G,"6' 0""",175 lbs,SO,"Milwaukee, WI"
4,Four McGlynn,G,"6' 2""",200 lbs,SR,"York, PA"
10,Rex Sunahara,F,"6' 5""",200 lbs,FR,"Bay Village, OH"
12,Hassan Martin,F,"6' 7""",230 lbs,JR,"Staten Island, NY"
13,Stanford Robinson,G,"6' 4""",200 lbs,JR,"Landover, MD"
14,Ifeanyi Onyekaba,C,"6' 8""",265 lbs,SR,"Abuja, Niger"
22,Rory Temkin,G,"6' 3""",170 lbs,SR,"Narragansett, RI"
23,Kuran Iverson,F,"6' 9""",215 lbs,JR,"Hartford, CT"
25,Christion Thompson,G,"6' 4""",190 lbs,FR,"Baton Rouge, LA"
30,Shane Plunkett,G,"6' 3""",195 lbs,SR,"Brookville, NY"
32,Jared Terrell,G,"6' 3""",215 lbs,SO,"Weymouth, MA"
33,Earl Watson,F,"6' 7""",245 lbs,SR,"Fort Pierce, FL"
34,Andre Berry,F,"6' 7""",285 lbs,SO,"West Hempstead, NY"
45,Nicola Akele,F,"6' 7""",210 lbs,FR,"Treviso, Italy"
