number,name,position,height,weight,class,hometown
0,Shane Richards,F,"6' 5""",185 lbs,SR,"New York, NY"
1,Zavier Turner,G,"5' 9""",170 lbs,JR,"Indianapolis, IN"
2,Ak Ojo,C,"6' 10""",220 lbs,FR,"Lagos, Nigeria"
3,Samson Usilo,G,"6' 4""",205 lbs,SO,"Lagos, Nigeria"
4,Zane Waterman,F,"6' 9""",220 lbs,SO,"Fayetteville, NC"
5,Tyler Wilson,G,"6' 0""",175 lbs,JR,"Bronx, NY"
12,RaShawn Stores,G,"5' 11""",190 lbs,SR,"Bronx, NY"
14,Calvin Crawford,F,"6' 8""",205 lbs,SO,"Middletown, NY"
15,Samson Akilo,F,"6' 8""",210 lbs,SO,"Lagos, Nigeria"
20,Jermaine Lawrence,F,"6' 10""",210 lbs,JR,"Springfield Gardens, NY"
21,Matt Maloney,G,"6' 1""",170 lbs,FR,"Somers, NY"
22,Thomas Capuano,G,"5' 11""",180 lbs,FR,"New York, NY"
23,Rich Williams,G,"6' 5""",190 lbs,JR,"Brooklyn, NY"
30,Chris Rivera,G,"6' 3""",195 lbs,SO,NA
32,Carlton Allen Jr.,C,"6' 10""",240 lbs,JR,"Ewing, NJ"
33,Jason Camus,G,"5' 10""",160 lbs,FR,"Middle Village, NY"
