number,name,position,height,weight,class,hometown
0,Chris Jenkins,G/F,"6' 7""",190 lbs,JR,"Detroit, MI"
1,Anton Wilson,G,"6' 5""",210 lbs,SR,"Flint, MI"
2,Jalen Gibson,F,"6' 7""",213 lbs,FR,"Detroit, MI"
4,Carlton Brundidge,G,"6' 2""",204 lbs,SR,"Southfield, MI"
5,Matthew Grant,G,"6' 0""",177 lbs,JR,"Los Angeles, CA"
11,Jarod Williams,G,"6' 1""",215 lbs,JR,"Danville, VA"
13,Patrick Robinson Jr.,G,"5' 11""",170 lbs,JR,"Brampton, ON"
15,Aaron Foster-Smith,F,"6' 7""",220 lbs,FR,"Taylor, MI"
21,Jaleel Hogan,F,"6' 6""",240 lbs,SO,"Saginaw, MI"
23,Josh McFolley,G,"6' 0""",170 lbs,FR,"Detroit, MI"
25,Gerald Blackshear,F,"6' 8""",215 lbs,FR,"Detroit, MI"
32,Patrick Ackerman,C,"6' 10""",232 lbs,SR,"Rutland, MA"
35,Paris Bass,G/F,"6' 8""",200 lbs,SO,"Birmingham, MI"
