number,name,position,height,weight,class,hometown
0,Ky Howard,G,"6' 4""",185 lbs,SR,"Philadelphia, PA"
2,Tim Coleman,F,"6' 5""",210 lbs,JR,"Union, NJ"
3,Chris Jenkins,G/F,"6' 4""",215 lbs,SO,"Hillside, NJ"
4,Seth Callahan,G,"5' 11""",165 lbs,FR,"Wilkes-Barre, PA"
5,Damon Lynn,G,"5' 11""",165 lbs,JR,"Hillside, NJ"
10,Derek McKnight,G,"6' 1""",160 lbs,FR,"Teaneck, NJ"
11,Winfield Willis,G,"6' 0""",180 lbs,SR,"Baltimore, MD"
13,James McMillon,G,"6' 1""",185 lbs,SO,"Newark, NJ"
14,Reilly Walsh,G,"6' 3""",180 lbs,FR,"Staten Island, NY"
15,Terrence Smith,F,"6' 6""",195 lbs,JR,"Fort Lauderdale, FL"
23,Osa Izevbuwa,G,"6' 3""",230 lbs,JR,"Staten Island, NY"
24,Emmanuel Tselentakis,G,"6' 5""",205 lbs,SR,"Thessaloniki, Greece"
25,Rob Ukawuba,G,"6' 3""",210 lbs,JR,"East Brunswick, NJ"
33,Vlad Shustov,F,"6' 9""",225 lbs,SO,"Tomsk, Russia"
34,Mohamed Bendary,F,"6' 9""",235 lbs,FR,"Jersey City, NJ"
NA,Abdul Lewis,F,"6' 9""",225 lbs,SO,"Irvington, NJ"
