number,name,position,height,weight,class,hometown
0,Ervin Mitchell,G,"6' 4""",NA,JR,"New York, NY"
1,Michael Bethea Jr.,G/F,"6' 6""",NA,JR,"Staten Island, NY"
2,Nigel Ribeiro,G,"5' 10""",NA,FR,"Chesapeake, VA"
3,Deonte Hearns,G/F,"6' 5""",NA,JR,"Melbourne, FL"
3,Javier Roper,G/F,"6' 7""",NA,FR,"Ruston, LA"
4,Remond Brown,G,"6' 4""",180 lbs,JR,"Monroe, LA"
5,Jefkins Agyeman-Budu,G,"6' 5""",175 lbs,SO,"Staten Island, NY"
10,Chase Cormier,G,"6' 0""",175 lbs,JR,"Baltimore, MD"
11,Arnold Richmond,G,"5' 11""",175 lbs,SR,"Suitland, MD"
12,Kyle Williams,C,"6' 9""",235 lbs,SO,"Freeport, NY"
13,Ugur Hortum,C,"6' 11""",NA,JR,"Godfrey, IL"
21,Jack Ocwieja,C,"6' 11""",NA,JR,Australia
22,Carlton Lowe,G,"6' 2""",175 lbs,JR,"Alexandria, LA"
24,Mark Gray,F,"6' 6""",215 lbs,SR,"New Iberia, LA"
32,Velario Altheimer,G,"6' 2""",180 lbs,JR,"Jonesboro, LA"
