number,name,position,height,weight,class,hometown
1,JeQuan Lewis,G,"6' 1""",180 lbs,JR,"Dickson, TN"
2,Samir Doughty,G,"6' 4""",175 lbs,FR,"Philadelphia, PA"
4,Justin Tillman,F,"6' 7""",215 lbs,SO,"Detroit, MI"
5,Doug Brooks,G,"6' 4""",195 lbs,JR,"Lake Wales, FL"
10,Jonathan Williams,G,"6' 1""",185 lbs,SO,"Richmond, VA"
11,Michael Gilmore,F,"6' 10""",215 lbs,SO,"Jacksonville, FL"
12,Mo Alie-Cox,F,"6' 7""",250 lbs,JR,"Alexandria, VA"
14,Torey Burston,G,"5' 8""",180 lbs,JR,"Richmond, VA"
20,Jordan Burgess,G,"6' 5""",225 lbs,JR,"Midlothian, VA"
22,Gerron Scissum,F,"6' 7""",210 lbs,FR,"Huntsville, AL"
23,Ahmed Hamdy Mohamed,F,"6' 9""",230 lbs,JR,"Alexandria, Egypt"
24,Korey Billbury,G,"6' 4""",210 lbs,SR,"Tulsa, OK"
32,Melvin Johnson,G,"6' 4""",190 lbs,SR,"Bronx, NY"
33,Jonathan Nwankwo,F,"6' 9""",245 lbs,FR,"Bronx, NY"
35,Jordan Riullano,G,"5' 9""",185 lbs,FR,"Bronx, NY"
