number,name,position,height,weight,class,hometown
0,Kimani Jackson,F,"6' 8""",230 lbs,SO,"Arlington, TX"
1,Antwan Scott,G,"6' 2""",178 lbs,SR,"Dallas, TX"
2,Emmanuel Omogbo,F,"6' 8""",210 lbs,JR,"Hyattsville, MD"
3,Gian Clavell,G,"6' 4""",185 lbs,SR,"Caguas, Puerto Rico"
4,John Gillon,G,"6' 0""",168 lbs,JR,"Houston, TX"
5,Fred Richardson III,F,"6' 7""",212 lbs,SR,"Houston, TX"
10,Joe De Ciman,G,"6' 6""",201 lbs,SR,"Regina, SK"
11,Prentiss Nixon,G,"6' 2""",180 lbs,FR,"Bolingbrook, IL"
15,Tiel Daniels,F,"6' 7""",234 lbs,SR,"Wentzville, MO"
22,J.D. Paige,G,"6' 3""",166 lbs,FR,"Denver, CO"
25,Anthony Bonner,G,"6' 2""",170 lbs,FR,"Lawrence, KS"
32,Nico Carvacho,F/C,"6' 10""",225 lbs,FR,"Frisco, TX"
41,Toby Van Ry,F,"6' 10""",196 lbs,FR,"Fort Collins, CO"
