number,name,position,height,weight,class,hometown
0,Cameron Oliver,F,"6' 8""",225 lbs,FR,"Sacramento, CA"
1,Marqueze Coleman,G,"6' 4""",190 lbs,SR,"Los Angeles, CA"
2,Tyron Criswell,G,"6' 3""",205 lbs,SR,"Omaha, NE"
3,AJ West,F,"6' 9""",235 lbs,SR,"Brooklyn, NY"
4,Juwan Anderson,G,"6' 0""",165 lbs,FR,"Oakland, CA"
5,Kaileb Rodriguez,F,"6' 9""",235 lbs,JR,"Denver, CO"
10,Marcus Marshall,G,"6' 3""",190 lbs,SR,"St. Paul, MN"
11,Justin Botteri,F,"6' 5""",180 lbs,FR,"Santa Rosa, CA"
12,Elijah Foster,F,"6' 7""",240 lbs,SO,"Seattle, WA"
14,Lindsey Drew,G,"6' 4""",180 lbs,FR,"Los Angeles, CA"
15,D.J. Fenner,G,"6' 6""",205 lbs,JR,"Seattle, WA"
20,David Cunningham,G,"6' 4""",195 lbs,FR,"Sacramento, CA"
21,Eric Cooper Jr.,G,"6' 3""",180 lbs,SO,"Ontario, CA"
24,Jordan Caroline,F,"6' 7""",235 lbs,SO,"Champaign, IL"
32,Leland King,F,"6' 7""",215 lbs,JR,"Inglewood, CA"
34,Lucas Stivrins,F,"6' 11""",235 lbs,SR,"Scottsdale, AZ"
