number,name,position,height,weight,class,hometown
0,Brian Ishola,G/F,"6' 5""",215 lbs,SO,"Woodbury, MN"
2,Paul Miller,G,"6' 5""",195 lbs,SO,"Waukesha, WI"
3,Carlin Dupree,G,"6' 3""",190 lbs,JR,"Milwaukee, WI"
4,Malik Clements,G,"6' 3""",210 lbs,SO,"Madison, WI"
12,Zach Rammelt,G,"6' 2""",195 lbs,FR,"Racine, WI"
13,Khy Kabellis,G,"6' 3""",170 lbs,FR,"Escondido, CA"
21,A.J. Jacobson,G/F,"6' 6""",215 lbs,SO,"Fargo, ND"
22,Kory Brown,G,"6' 4""",205 lbs,SR,"Hoffman Estates, IL"
23,Deng Geu,F,"6' 8""",195 lbs,FR,"Sioux Falls, SD"
24,Trey Miller,G/F,"6' 7""",200 lbs,FR,"Woodinville, WA"
30,Spencer Eliason,F,"6' 9""",235 lbs,FR,"Chadron, NE"
32,Evan Wesenberg,F,"6' 6""",215 lbs,SO,"Germantown, WI"
34,Chris Kading,F,"6' 9""",240 lbs,SR,"De Pere, WI"
40,Dexter Werner,F,"6' 6""",240 lbs,JR,"Bismarck, ND"
42,Dylan Miller,F,"6' 8""",235 lbs,FR,"Panama, IL"
